pagina,testo
504,"PROPRIO DEI SANTI – 29 GIUGNO

CANTO AL VANGELO
Mt 16, 18

Alleluia, alleluia.
Tu sei Pietro e su questa pietra edificherò la mia Chiesa
e le potenze degli inferi non prevarranno su di essa.
Alleluia.

VANGELO
Tu sei Pietro, a te darò le chiavi del regno dei cieli.

Dal Vangelo secondo Matteo

I16, 13-19


n quel tempo, Gesù, giunto nella regione di Cesarèa di Filippo, domandò ai suoi discepoli:
«La gente, chi dice che sia il Figlio dell’uomo?». Risposero: «Alcuni dicono Giovanni il
Battista, altri Elìa, altri Geremìa o qualcuno dei
profeti».

Disse loro: «Ma voi, chi dite che io sia?». Rispose Simon Pietro: «Tu sei il Cristo, il Figlio del Dio vivente»."
505,"SANTI PIETRO E PAOLO APOSTOLI

E Gesù gli disse: «Beato sei tu, Simone, figlio di Giona, perché né carne né sangue te lo hanno rivelato, ma il Padre mio
che è nei cieli. E io a te dico: tu sei Pietro e su questa pietra
edificherò la mia Chiesa e le potenze degli inferi non prevarranno su di essa. A te darò le chiavi del regno dei cieli: tutto
ciò che legherai sulla terra sarà legato nei cieli, e tutto ciò
che scioglierai sulla terra sarà sciolto nei cieli».
Parola del Signore.

Per la Messa votiva di san Pietro apostolo si utilizzano le letture della festa
della Cattedra del medesimo apostolo, il 22 febbraio.
Per la festa votiva di san Paolo apostolo si utilizzano le letture della festa
della Conversione del medesimo apostolo, il 25 gennaio.
"
506,"6 AGOSTO

TRASFIGURAZIONE
DEL SIGNORE
Festa

Quando questa festa ricorre in domenica, si proclamano le tre letture qui
indicate; se la festa ricorre in settimana, si sceglie come prima lettura una
delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo
stesso.

PRIMA LETTURA
La sua veste era candida come la neve.

Dal libro del profeta Daniele
7, 9-10.13-14

Io continuavo a guardare,

quand’ecco furono collocati troni
e un vegliardo si assise.
La sua veste era candida come la neve
e i capelli del suo capo erano candidi come la lana;
il suo trono era come vampe di fuoco
con le ruote come fuoco ardente.
Un fiume di fuoco scorreva
e usciva dinanzi a lui,
mille migliaia lo servivano
e diecimila miriadi lo assistevano.
La corte sedette e i libri furono aperti."
507,"TRASFIGURAZIONE DEL SIGNORE

Guardando ancora nelle visioni notturne,
ecco venire con le nubi del cielo
uno simile a un figlio d’uomo;
giunse fino al vegliardo e fu presentato a lui.
Gli furono dati potere, gloria e regno;
tutti i popoli, nazioni e lingue lo servivano:
il suo potere è un potere eterno,
che non finirà mai,
e il suo regno non sarà mai distrutto.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 96 (97)

Il Signore regna, il Dio di tutta la terra.
Il Signore regna: esulti la terra,
gioiscano le isole tutte.
Nubi e tenebre lo avvolgono,
giustizia e diritto sostengono il suo trono.
I monti fondono come cera davanti al Signore,
davanti al Signore di tutta la terra.
Annunciano i cieli la sua giustizia,
e tutti i popoli vedono la sua gloria.
Perché tu, Signore,
sei l’Altissimo su tutta la terra,
eccelso su tutti gli dèi."
508,"PROPRIO DEI SANTI – 6 AGOSTO

SECONDA LETTURA

Questa voce noi l’abbiamo udita
discendere dal cielo.

Dalla seconda lettera di san Pietro apostolo
1, 16-19

Carissimi, vi abbiamo fatto conoscere la potenza e la

venuta del Signore nostro Gesù Cristo, non perché siamo andati dietro a favole artificiosamente inventate,
ma perché siamo stati testimoni oculari della sua grandezza.
Egli infatti ricevette onore e gloria da Dio Padre, quando
giunse a lui questa voce dalla maestosa gloria: «Questi è il
Figlio mio, l’amato, nel quale ho posto il mio compiacimento». Questa voce noi l’abbiamo udita discendere dal cielo
mentre eravamo con lui sul santo monte.
E abbiamo anche, solidissima, la parola dei profeti, alla quale
fate bene a volgere l’attenzione come a lampada che brilla in
un luogo oscuro, finché non spunti il giorno e non sorga nei
vostri cuori la stella del mattino.
Parola di Dio.
CANTO AL VANGELO
Mt 17, 5c

Alleluia, alleluia.
Questi è il Figlio mio, l’amato:
in lui ho posto il mio compiacimento. Ascoltatelo.
Alleluia."
509,"TRASFIGURAZIONE DEL SIGNORE

VANGELO

Il suo volto brillò come il sole.

Dal Vangelo secondo Marco
9, 2-10

In quel tempo, Gesù prese con sé Pietro, Giacomo e Giovanni e li condusse su un alto monte,

in disparte, loro soli.

Fu trasfigurato davanti a loro e le sue vesti divennero splendenti, bianchissime: nessun lavandaio sulla terra potrebbe renderle così bianche. E apparve
loro Elìa con Mosè e conversavano con Gesù.
Prendendo la parola, Pietro disse a Gesù: «Rabbì, è bello per
noi essere qui; facciamo tre capanne, una per te, una per Mosè e una per Elìa». Non sapeva infatti che cosa dire, perché
erano spaventati.
Venne una nube che li coprì con la sua ombra e dalla nube
uscì una voce: «Questi è il Figlio mio, l’amato: ascoltatelo!».
E improvvisamente, guardandosi attorno, non videro più nessuno, se non Gesù solo, con loro.
Mentre scendevano dal monte, ordinò loro di non raccontare
ad alcuno ciò che avevano visto, se non dopo che il Figlio dell’uomo fosse risorto dai morti. Ed essi tennero fra loro la cosa, chiedendosi che cosa volesse dire risorgere dai morti.
Parola del Signore.
"
510,"15 AGOSTO

ASSUNZIONE
DELLA BEATA VERGINE MARIA
Solennità

Alla Messa vespertina
nella vigilia

PRIMA LETTURA

Introdussero dunque l’arca di Dio
e la collocarono al centro della tenda
che Davide aveva piantata per essa.

Dal primo libro delle Cronache
15, 3-4.15-16; 16, 1-2

In quei giorni, Davide convocò tutto Israele a Gerusalemme, per far salire l’arca del Signore nel posto

che le aveva preparato. Davide radunò i figli di
Aronne e i levìti.
I figli dei levìti sollevarono l’arca di Dio sulle loro spalle per
mezzo di stanghe, come aveva prescritto Mosè sulla parola
del Signore. Davide disse ai capi dei levìti di tenere pronti i
loro fratelli, i cantori con gli strumenti musicali, arpe, cetre
e cimbali, perché, levando la loro voce, facessero udire i suoni di gioia.
Introdussero dunque l’arca di Dio e la collocarono al centro
della tenda che Davide aveva piantata per essa; offrirono olocausti e sacrifici di comunione davanti a Dio.
Quando ebbe finito di offrire gli olocausti e i sacrifici di comunione, Davide benedisse il popolo nel nome del Signore.
Parola di Dio.
"
511,"ASSUNZIONE DELLA BEATA VERGINE MARIA

SALMO RESPONSORIALE
Dal Salmo 131 (132)

Sorgi, Signore, tu e l’arca della tua potenza.
Ecco, abbiamo saputo che era in Èfrata,
l’abbiamo trovata nei campi di Iàar.
Entriamo nella sua dimora,
prostriamoci allo sgabello dei suoi piedi.
I tuoi sacerdoti si rivestano di giustizia
ed esultino i tuoi fedeli.
Per amore di Davide, tuo servo,
non respingere il volto del tuo consacrato.
Sì, il Signore ha scelto Sion,
l’ha voluta per sua residenza:
«Questo sarà il luogo del mio riposo per sempre:
qui risiederò, perché l’ho voluto».
"
512,"PROPRIO DEI SANTI – 15 AGOSTO

SECONDA LETTURA

Dio ci dà la vittoria per mezzo di Gesù Cristo.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
15, 54b-57

Fratelli, quando questo corpo mortale si sarà vestito

d’immortalità, si compirà la parola della Scrittura:
«La morte è stata inghiottita nella vittoria.
Dov’è, o morte, la tua vittoria?
Dov’è, o morte, il tuo pungiglione?».
Il pungiglione della morte è il peccato e la forza del peccato
è la Legge. Siano rese grazie a Dio, che ci dà la vittoria per
mezzo del Signore nostro Gesù Cristo!
Parola di Dio.

CANTO AL VANGELO
Lc 11, 28

Alleluia, alleluia.
Beati coloro che ascoltano la parola di Dio
e la osservano.
Alleluia."
513,"ASSUNZIONE DELLA BEATA VERGINE MARIA

VANGELO

Beato il grembo che ti ha portato!

Dal Vangelo secondo Luca
11, 27-28

In quel tempo, mentre Gesù parlava alle folle,

una donna dalla folla alzò la voce e gli disse:
«Beato il grembo che ti ha portato e il seno
che ti ha allattato!».

Ma egli disse: «Beati piuttosto coloro che
ascoltano la parola di Dio e la osservano!».
Parola del Signore.
"
514,"15 AGOSTO

ASSUNZIONE
DELLA BEATA VERGINE MARIA
Solennità

Alla Messa del giorno

PRIMA LETTURA

Una donna vestita di sole,
con la luna sotto i suoi piedi.

Dal libro dell’Apocalisse di san Giovanni apostolo
11, 19a; 12, 1-6a.10ab

Si aprì il tempio di Dio che è nel cielo e apparve nel

tempio l’arca della sua alleanza.

Un segno grandioso apparve nel cielo: una donna vestita di sole, con la luna sotto i suoi piedi e, sul capo, una corona di dodici stelle. Era incinta, e gridava per le doglie e il
travaglio del parto.
Allora apparve un altro segno nel cielo: un enorme drago rosso, con sette teste e dieci corna e sulle teste sette diademi;
la sua coda trascinava un terzo delle stelle del cielo e le precipitava sulla terra.
Il drago si pose davanti alla donna, che stava per partorire, in
modo da divorare il bambino appena lo avesse partorito.
Essa partorì un figlio maschio, destinato a governare tutte le
nazioni con scettro di ferro, e suo figlio fu rapito verso Dio e
verso il suo trono. La donna invece fuggì nel deserto, dove
Dio le aveva preparato un rifugio.
Allora udii una voce potente nel cielo che diceva:
"
515,"ASSUNZIONE DELLA BEATA VERGINE MARIA

«Ora si è compiuta
la salvezza, la forza e il regno del nostro Dio
e la potenza del suo Cristo».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 44 (45)

Risplende la regina, Signore, alla tua destra.
Figlie di re fra le tue predilette;
alla tua destra sta la regina, in ori di Ofir.
Ascolta, figlia, guarda, porgi l’orecchio:
dimentica il tuo popolo e la casa di tuo padre.
Il re è invaghito della tua bellezza.
È lui il tuo signore: rendigli omaggio.
Dietro a lei le vergini, sue compagne,
condotte in gioia ed esultanza,
sono presentate nel palazzo del re.
"
516,"PROPRIO DEI SANTI – 15 AGOSTO

SECONDA LETTURA

Cristo risorto è la primizia;
poi, alla sua venuta, quelli che sono di Cristo.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
15, 20-27a

Fratelli, Cristo è risorto dai morti, primizia di coloro

che sono morti. Perché, se per mezzo di un uomo
venne la morte, per mezzo di un uomo verrà anche la
risurrezione dei morti. Come infatti in Adamo tutti muoiono,
così in Cristo tutti riceveranno la vita.
Ognuno però al suo posto: prima Cristo, che è la primizia;
poi, alla sua venuta, quelli che sono di Cristo. Poi sarà la fine, quando egli consegnerà il regno a Dio Padre, dopo avere
ridotto al nulla ogni Principato e ogni Potenza e Forza.
È necessario infatti che egli regni finché non abbia posto
tutti i nemici sotto i suoi piedi. L’ultimo nemico a essere annientato sarà la morte, perché ogni cosa ha posto sotto i
suoi piedi.
Parola di Dio.
CANTO AL VANGELO

Alleluia, alleluia.
Maria è assunta in cielo;
esultano le schiere degli angeli.
Alleluia."
517,"ASSUNZIONE DELLA BEATA VERGINE MARIA

VANGELO

Grandi cose ha fatto per me l’Onnipotente:
ha innalzato gli umili.

Dal Vangelo secondo Luca
1, 39-56

In quei giorni Maria si alzò e andò in fretta verso

la regione montuosa, in una città di Giuda.
Entrata nella casa di Zaccarìa, salutò Elisabetta. Appena Elisabetta ebbe udito il saluto di
Maria, il bambino sussultò nel suo grembo.

Elisabetta fu colmata di Spirito Santo ed esclamò a gran voce: «Benedetta tu fra le donne e benedetto il frutto del tuo
grembo! A che cosa devo che la madre del mio Signore venga da me? Ecco, appena il tuo saluto è giunto ai miei orecchi, il bambino ha sussultato di gioia nel mio grembo. E
beata colei che ha creduto nell’adempimento di ciò che il
Signore le ha detto».
Allora Maria disse:
«L’anima mia magnifica il Signore
e il mio spirito esulta in Dio, mio salvatore,
perché ha guardato l’umiltà della sua serva.
Grandi cose ha fatto per me l’Onnipotente
e Santo è il suo nome;
di generazione in generazione la sua misericordia
per quelli che lo temono.
Ha spiegato la potenza del suo braccio,
"
518,"PROPRIO DEI SANTI – 15 AGOSTO

ha disperso i superbi nei pensieri del loro cuore;
ha rovesciato i potenti dai troni,
ha innalzato gli umili;
ha ricolmato di beni gli affamati,
ha rimandato i ricchi a mani vuote.
Ha soccorso Israele, suo servo,
ricordandosi della sua misericordia,
come aveva detto ai nostri padri,
per Abramo e la sua discendenza, per sempre».
Maria rimase con lei circa tre mesi, poi tornò a casa sua.
Parola del Signore.
"
519,"14 SETTEMBRE

ESALTAZIONE
DELLA SANTA CROCE
Festa

Quando questa festa ricorre in domenica, si proclamano le tre letture qui
indicate; se la festa ricorre in settimana, si sceglie come prima lettura una
delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo
stesso.

PRIMA LETTURA
Chiunque sarà stato morso e guarderà il serpente,
resterà in vita.

Dal libro dei Numeri
21, 4b-9

In quei giorni, il popolo non sopportò il viaggio. Il

popolo disse contro Dio e contro Mosè: «Perché ci
avete fatto salire dall’Egitto per farci morire in questo deserto? Perché qui non c’è né pane né acqua e siamo
nauseati di questo cibo così leggero».
Allora il Signore mandò fra il popolo serpenti brucianti, i
quali mordevano la gente, e un gran numero d’Israeliti morì.
Il popolo venne da Mosè e disse: «Abbiamo peccato, perché
abbiamo parlato contro il Signore e contro di te; supplica il
Signore che allontani da noi questi serpenti». Mosè pregò per
il popolo."
520,"PROPRIO DEI SANTI – 14 SETTEMBRE

Il Signore disse a Mosè: «Fatti un serpente e mettilo sopra
un’asta; chiunque sarà stato morso e lo guarderà, resterà in
vita». Mosè allora fece un serpente di bronzo e lo mise sopra
l’asta; quando un serpente aveva morso qualcuno, se questi
guardava il serpente di bronzo, restava in vita.
Parola di Dio.
SALMO RESPONSORIALE
Dal Salmo 77 (78)

Non dimenticate le opere del Signore!
Ascolta, popolo mio, la mia legge,
porgi l’orecchio alle parole della mia bocca.
Aprirò la mia bocca con una parabola,
rievocherò gli enigmi dei tempi antichi.
Quando li uccideva, lo cercavano
e tornavano a rivolgersi a lui,
ricordavano che Dio è la loro roccia
e Dio, l’Altissimo, il loro redentore.
Lo lusingavano con la loro bocca,
ma gli mentivano con la lingua:
il loro cuore non era costante verso di lui
e non erano fedeli alla sua alleanza.
Ma lui, misericordioso, perdonava la colpa,
invece di distruggere.
Molte volte trattenne la sua ira
e non scatenò il suo furore."
521,"ESALTAZIONE DELLA SANTA CROCE

SECONDA LETTURA

Cristo umiliò se stesso, per questo Dio lo esaltò.

Dalla lettera di san Paolo apostolo ai Filippési
2, 6-11

Cristo Gesù,

pur essendo nella condizione di Dio,
non ritenne un privilegio
l’essere come Dio,
ma svuotò se stesso
assumendo una condizione di servo,
diventando simile agli uomini.
Dall’aspetto riconosciuto come uomo,
umiliò se stesso
facendosi obbediente fino alla morte
e a una morte di croce.
Per questo Dio lo esaltò
e gli donò il nome
che è al di sopra di ogni nome,
perché nel nome di Gesù
ogni ginocchio si pieghi
nei cieli, sulla terra e sotto terra,
e ogni lingua proclami:
«Gesù Cristo è Signore!»,
a gloria di Dio Padre.
Parola di Dio.
"
522,"PROPRIO DEI SANTI – 14 SETTEMBRE

CANTO AL VANGELO
Alleluia, alleluia.
Noi ti adoriamo, o Cristo, e ti benediciamo,
perché con la tua croce hai redento il mondo.
Alleluia.
VANGELO
Bisogna che sia innalzato il Figlio dell’uomo.

Dal Vangelo secondo Giovanni
3, 13-17

In quel tempo, Gesù disse a Nicodèmo:


«Nessuno è mai salito al cielo, se non colui
che è disceso dal cielo, il Figlio dell’uomo. E
come Mosè innalzò il serpente nel deserto, così
bisogna che sia innalzato il Figlio dell’uomo,
perché chiunque crede in lui abbia la vita eterna.
Dio infatti ha tanto amato il mondo da dare il Figlio unigenito, perché chiunque crede in lui non vada perduto, ma abbia
la vita eterna.
Dio, infatti, non ha mandato il Figlio nel mondo per condannare il mondo, ma perché il mondo sia salvato per mezzo di lui».
Parola del Signore."
523,"1 NOVEMBRE

TUTTI I SANTI
Solennità

PRIMA LETTURA

Dopo queste cose vidi: ecco, una moltitudine immensa,
che nessuno poteva contare,
di ogni nazione, tribù, popolo e lingua.

Dal libro dell’Apocalisse di san Giovanni apostolo
7, 2-4.9-14

Io, Giovanni, vidi salire dall’oriente un altro angelo,

con il sigillo del Dio vivente. E gridò a gran voce ai
quattro angeli, ai quali era stato concesso di devastare la terra e il mare: «Non devastate la terra né il mare né
le piante, finché non avremo impresso il sigillo sulla fronte
dei servi del nostro Dio».
E udii il numero di coloro che furono segnati con il sigillo:
centoquarantaquattromila segnati, provenienti da ogni tribù
dei figli d’Israele.
Dopo queste cose vidi: ecco, una moltitudine immensa, che
nessuno poteva contare, di ogni nazione, tribù, popolo e lingua. Tutti stavano in piedi davanti al trono e davanti all’Agnello, avvolti in vesti candide, e tenevano rami di palma nelle loro mani. E gridavano a gran voce: «La salvezza appartiene
al nostro Dio, seduto sul trono, e all’Agnello».
E tutti gli angeli stavano attorno al trono e agli anziani e ai
quattro esseri viventi, e si inchinarono con la faccia a terra
davanti al trono e adorarono Dio dicendo: «Amen! Lode, glo461"
524,"PROPRIO DEI SANTI – 1 NOVEMBRE

ria, sapienza, azione di grazie, onore, potenza e forza al nostro Dio nei secoli dei secoli. Amen».
Uno degli anziani allora si rivolse a me e disse: «Questi, che
sono vestiti di bianco, chi sono e da dove vengono?». Gli risposi: «Signore mio, tu lo sai». E lui: «Sono quelli che vengono dalla grande tribolazione e che hanno lavato le loro vesti,
rendendole candide nel sangue dell’Agnello».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 23 (24)

Ecco la generazione che cerca il tuo volto, Signore.
Del Signore è la terra e quanto contiene:
il mondo, con i suoi abitanti.
È lui che l’ha fondato sui mari
e sui fiumi l’ha stabilito.
Chi potrà salire il monte del Signore?
Chi potrà stare nel suo luogo santo?
Chi ha mani innocenti e cuore puro,
chi non si rivolge agli idoli.
Egli otterrà benedizione dal Signore,
giustizia da Dio sua salvezza.
Ecco la generazione che lo cerca,
che cerca il tuo volto, Dio di Giacobbe."
525,"TUTTI I SANTI

SECONDA LETTURA

Vedremo Dio così come egli è.

Dalla prima lettera di san Giovanni apostolo
3, 1-3

Carissimi, vedete quale grande amore ci ha dato il Padre per essere chiamati figli di Dio, e lo siamo realmente! Per questo il mondo non ci conosce: perché

non ha conosciuto lui.

Carissimi, noi fin d’ora siamo figli di Dio, ma ciò che saremo
non è stato ancora rivelato. Sappiamo però che quando egli si
sarà manifestato, noi saremo simili a lui, perché lo vedremo
così come egli è.
Chiunque ha questa speranza in lui, purifica se stesso, come
egli è puro.
Parola di Dio.

CANTO AL VANGELO
Mt 11, 28

Alleluia, alleluia.
Venite a me,
voi tutti che siete stanchi e oppressi,
e io vi darò ristoro.
Alleluia."
526,"PROPRIO DEI SANTI – 1 NOVEMBRE

VANGELO

Rallegratevi ed esultate,
perché grande è la vostra ricompensa nei cieli.

Dal Vangelo secondo Matteo

I5, 1-12a


n quel tempo, vedendo le folle, Gesù salì sul
monte: si pose a sedere e si avvicinarono a lui
i suoi discepoli. Si mise a parlare e insegnava
loro dicendo:

«Beati i poveri in spirito,
perché di essi è il regno dei cieli.
Beati quelli che sono nel pianto,
Beati i miti,
perché avranno in eredità la terra.
Beati quelli che hanno fame e sete della giustizia,
perché saranno saziati.
Beati i misericordiosi,
perché troveranno misericordia.
Beati i puri di cuore,
perché vedranno Dio.
Beati gli operatori di pace,
Beati i perseguitati per la giustizia,
perché di essi è il regno dei cieli.
Beati voi quando vi insulteranno, vi perseguiteranno e, mentendo, diranno ogni sorta di male contro di voi per causa mia.
Rallegratevi ed esultate, perché grande è la vostra ricompensa
nei cieli».
Parola del Signore."
527,"2 NOVEMBRE

COMMEMORAZIONE DI TUTTI
I FEDELI DEFUNTI
Si propongono tre schemi di letture scelte tra quelle indicate per le Messe
dei defunti: vedi il Lezionario per le Messe rituali.

1. PRIMA LETTURA

Io lo so che il mio redentore è vivo.

Dal libro di Giobbe
19, 1.23-27a

Rispondendo Giobbe prese a dire:


«Oh, se le mie parole si scrivessero,
se si fissassero in un libro,
fossero impresse con stilo di ferro e con piombo,
per sempre s’incidessero sulla roccia!
Io so che il mio redentore è vivo
e che, ultimo, si ergerà sulla polvere!
Dopo che questa mia pelle sarà strappata via,
senza la mia carne, vedrò Dio.
Io lo vedrò, io stesso,
i miei occhi lo contempleranno e non un altro».
Parola di Dio."
528,"PROPRIO DEI SANTI – 2 NOVEMBRE

SALMO RESPONSORIALE
Dal Salmo 26 (27)

Sono certo di contemplare la bontà del Signore
nella terra dei viventi.
Oppure:

Il Signore è mia luce e mia salvezza.
Il Signore è mia luce e mia salvezza:
di chi avrò timore?
Il Signore è difesa della mia vita:
di chi avrò paura?
Una cosa ho chiesto al Signore,
questa sola io cerco:
abitare nella casa del Signore
tutti i giorni della mia vita,
per contemplare la bellezza del Signore
e ammirare il suo santuario.
Ascolta, Signore, la mia voce.
Io grido: abbi pietà di me, rispondimi!
Il tuo volto, Signore, io cerco.
Non nascondermi il tuo volto.
Sono certo di contemplare la bontà del Signore
nella terra dei viventi.
Spera nel Signore, sii forte,
si rinsaldi il tuo cuore e spera nel Signore.
"
529,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

SECONDA LETTURA

Giustificàti nel suo sangue,
saremo salvati dall’ira per mezzo di lui.

Dalla lettera di san Paolo apostolo ai Romani
5, 5-11

Fratelli, la speranza non delude, perché l’amore di Dio

è stato riversato nei nostri cuori per mezzo dello
Spirito Santo che ci è stato dato.

Infatti, quando eravamo ancora deboli, nel tempo stabilito
Cristo morì per gli empi. Ora, a stento qualcuno è disposto a
morire per un giusto; forse qualcuno oserebbe morire per una
persona buona. Ma Dio dimostra il suo amore verso di noi nel
fatto che, mentre eravamo ancora peccatori, Cristo è morto
per noi.
A maggior ragione ora, giustificàti nel suo sangue, saremo
salvati dall’ira per mezzo di lui. Se infatti, quand’eravamo nemici, siamo stati riconciliati con Dio per mezzo della morte
del Figlio suo, molto più, ora che siamo riconciliati, saremo
salvati mediante la sua vita. Non solo, ma ci gloriamo pure in
Dio, per mezzo del Signore nostro Gesù Cristo, grazie al quale
ora abbiamo ricevuto la riconciliazione.
Parola di Dio.
"
530,"PROPRIO DEI SANTI – 2 NOVEMBRE

CANTO AL VANGELO
Gv 6, 40

Alleluia, alleluia.
Questa è la volontà del Padre mio:
che chiunque vede il Figlio e crede in lui abbia la vita eterna;
e io lo risusciterò nell’ultimo giorno, dice il Signore.
Alleluia.
VANGELO
Chi crede nel Figlio ha la vita eterna;
e io lo risusciterò nell’ultimo giorno.

Dal Vangelo secondo Giovanni

I6, 37-40


n quel tempo, Gesù disse alla folla:
«Tutto ciò che il Padre mi dà, verrà a me: colui che
viene a me, io non lo caccerò fuori, perché sono
disceso dal cielo non per fare la mia volontà, ma
la volontà di colui che mi ha mandato.

E questa è la volontà di colui che mi ha mandato: che io non
perda nulla di quanto egli mi ha dato, ma che lo risusciti nell’ultimo giorno.
Questa infatti è la volontà del Padre mio: che chiunque vede
il Figlio e crede in lui abbia la vita eterna; e io lo risusciterò
nell’ultimo giorno».
Parola del Signore."
531,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

2. PRIMA LETTURA

Il Signore eliminerà la morte per sempre.

Dal libro del profeta Isaìa
25, 6a.7-9

In quel giorno, preparerà il Signore degli eserciti

per tutti i popoli, su questo monte,
un banchetto di grasse vivande.

Egli strapperà su questo monte
il velo che copriva la faccia di tutti i popoli
e la coltre distesa su tutte le nazioni.
Eliminerà la morte per sempre.
Il Signore Dio asciugherà le lacrime su ogni volto,
l’ignominia del suo popolo
farà scomparire da tutta la terra,
poiché il Signore ha parlato.
E si dirà in quel giorno: «Ecco il nostro Dio;
in lui abbiamo sperato perché ci salvasse.
Questi è il Signore in cui abbiamo sperato;
rallegriamoci, esultiamo per la sua salvezza».
Parola di Dio.
"
532,"PROPRIO DEI SANTI – 2 NOVEMBRE

SALMO RESPONSORIALE
Dal Salmo 24 (25)

Chi spera in te, Signore, non resta deluso.
Oppure:

A te, Signore, innalzo l’anima mia.
Ricòrdati, Signore, della tua misericordia
e del tuo amore, che è da sempre.
Ricòrdati di me nella tua misericordia,
per la tua bontà, Signore.
Allarga il mio cuore angosciato,
liberami dagli affanni.
Vedi la mia povertà e la mia fatica
e perdona tutti i miei peccati.
Proteggimi, portami in salvo;
che io non resti deluso,
perché in te mi sono rifugiato.
Mi proteggano integrità e rettitudine,
perché in te ho sperato.
"
533,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

SECONDA LETTURA

Aspettiamo la redenzione del nostro corpo.

Dalla lettera di san Paolo apostolo ai Romani
8, 14-23

Fratelli, tutti quelli che sono guidati dallo Spirito di

Dio, questi sono figli di Dio. E voi non avete ricevuto
uno spirito da schiavi per ricadere nella paura, ma
avete ricevuto lo Spirito che rende figli adottivi, per mezzo
del quale gridiamo: «Abbà! Padre!».
Lo Spirito stesso, insieme al nostro spirito, attesta che siamo
figli di Dio. E se siamo figli, siamo anche eredi: eredi di Dio,
coeredi di Cristo, se davvero prendiamo parte alle sue sofferenze per partecipare anche alla sua gloria.
Ritengo infatti che le sofferenze del tempo presente non siano paragonabili alla gloria futura che sarà rivelata in noi.
L’ardente aspettativa della creazione, infatti, è protesa verso
la rivelazione dei figli di Dio.
La creazione infatti è stata sottoposta alla caducità – non per
sua volontà, ma per volontà di colui che l’ha sottoposta –
nella speranza che anche la stessa creazione sarà liberata dalla schiavitù della corruzione per entrare nella libertà della
gloria dei figli di Dio.
Sappiamo infatti che tutta insieme la creazione geme e soffre
le doglie del parto fino ad oggi. Non solo, ma anche noi, che
possediamo le primizie dello Spirito, gemiamo interiormente
aspettando l’adozione a figli, la redenzione del nostro corpo.
Parola di Dio."
534,"PROPRIO DEI SANTI – 2 NOVEMBRE

CANTO AL VANGELO
Mt 25, 34

Alleluia, alleluia.
Venite, benedetti del Padre mio,
ricevete in eredità il regno preparato per voi
fin dalla creazione del mondo.
Alleluia.

VANGELO
Venite benedetti del Padre mio.

Dal Vangelo secondo Matteo
25, 31-46

In quel tempo, Gesù disse ai suoi discepoli:


«Quando il Figlio dell’uomo verrà nella sua gloria, e tutti gli angeli con lui, siederà sul trono
della sua gloria. Davanti a lui verranno radunati
tutti i popoli. Egli separerà gli uni dagli altri,
come il pastore separa le pecore dalle capre, e porrà le pecore
alla sua destra e le capre alla sinistra.
benedetti del Padre mio, ricevete in eredità il regno preparato per voi fin dalla creazione del mondo, perché ho avuto fa-
"
535,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

me e mi avete dato da mangiare, ho avuto sete mi avete dato
da bere, ero straniero e mi avete accolto, nudo e mi avete vestito, malato e mi avete visitato, ero in carcere e siete venuti
a trovarmi”.
Allora i giusti gli risponderanno: “Signore, quando ti abbiamo
visto affamato e ti abbiamo dato da mangiare, o assetato e ti
abbiamo dato da bere? Quando mai ti abbiamo visto straniero
e ti abbiamo accolto, o nudo e ti abbiamo vestito? Quando
mai ti abbiamo visto malato o in carcere e siamo venuti a visitarti?”. E il re risponderà loro: “In verità io vi dico: tutto
quello che avete fatto a uno solo di questi miei fratelli più
piccoli, l’avete fatto a me”.
da me, maledetti, nel fuoco eterno, preparato per il diavolo e
per i suoi angeli, perché ho avuto fame e non mi avete dato
da mangiare, ho avuto sete e non mi avete dato da bere, ero
straniero e non mi avete accolto, nudo e non mi avete vestito, malato e in carcere e non mi avete visitato”.
Anch’essi allora risponderanno: “Signore, quando ti abbiamo
visto affamato o assetato o straniero o nudo o malato o in
carcere, e non ti abbiamo servito?”. Allora egli risponderà loro:
“In verità io vi dico: tutto quello che non avete fatto a uno
solo di questi più piccoli, non l’avete fatto a me”.
E se ne andranno: questi al supplizio eterno, i giusti invece
alla vita eterna».
Parola del Signore.
"
