testo,pagina
"Sarete traditi perfino dai genitori, dai fratelli, dai parenti e dagli amici, e uccideranno alcuni di voi; sarete odiati da tutti a causa del mio nome. Ma nemmeno un capello del vostro capo andrà perduto. Con la vostra perseveranza salverete la vostra vita». Parola del Signore.",481
"In quei giorni, vennero tutte le tribù d’Israele da Davide a Ebron, e gli dissero: «Ecco noi siamo tue ossa e tua carne. Già prima, quando regnava Saul su di noi, tu conducevi e riconducevi Israele. Il Signore ti ha detto: “Tu pascerai il mio popolo Israele, tu sarai capo d’Israele”». Vennero dunque tutti gli anziani d’Israele dal re a Ebron, il re Davide concluse con loro un’alleanza a Ebron davanti al Signore ed essi unsero Davide re d’Israele. Parola di Dio. PRIMA LETTURA Unsero Davide re d’Israele. Dal secondo libro di Samuèle 5, 1-3 SOLENNITÀ DI NOSTRO SIGNORE GESÙ CRISTO RE DELL’UNIVERSO",482
"Andremo con gioia alla casa del Signore. Quale gioia, quando mi dissero: «Andremo alla casa del Signore!». Già sono fermi i nostri piedi alle tue porte, Gerusalemme! È là che salgono le tribù, le tribù del Signore, secondo la legge d’Israele, per lodare il nome del Signore. Là sono posti i troni del giudizio, i troni della casa di Davide. SALMO RESPONSORIALE Dal Salmo 121 (122) ratelli, ringraziate con gioia il Padre che vi ha resi capaci di partecipare alla sorte dei santi nella luce. È lui che ci ha liberati dal potere delle tenebre e ci ha trasferiti nel regno del Figlio del suo amore, per mezzo del quale abbiamo la redenzione, il perdono dei peccati. SECONDA LETTURA Ci ha trasferiti nel regno del Figlio del suo amore. Dalla lettera di san Paolo apostolo ai Colossési 1, 12-20 F",483
"Egli è immagine del Dio invisibile, primogenito di tutta la creazione, perché in lui furono create tutte le cose nei cieli e sulla terra, quelle visibili e quelle invisibili: Troni, Dominazioni, Principati e Potenze. Tutte le cose sono state create per mezzo di lui e in vista di lui. Egli è prima di tutte le cose e tutte in lui sussistono. Egli è anche il capo del corpo, della Chiesa. Egli è principio, primogenito di quelli che risorgono dai morti, perché sia lui ad avere il primato su tutte le cose. È piaciuto infatti a Dio che abiti in lui tutta la pienezza e che per mezzo di lui e in vista di lui siano riconciliate tutte le cose, avendo pacificato con il sangue della sua croce sia le cose che stanno sulla terra, sia quelle che stanno nei cieli. Parola di Dio.",484
"In quel tempo, [dopo che ebbero crocifisso Gesù,] il popolo stava a vedere; i capi invece deridevano Gesù dicendo: «Ha salvato altri! Salvi se stesso, se è lui il Cristo di Dio, l’eletto». Anche i soldati lo deridevano, gli si accostavano per porgergli dell’aceto e dicevano: «Se tu sei il re dei Giudei, salva te stesso». Sopra di lui c’era anche una scritta: «Costui è il re dei Giudei». Uno dei malfattori appesi alla croce lo insultava: «Non sei tu il Cristo? Salva te stesso e noi!». L’altro invece lo rimproveraAlleluia, alleluia. Benedetto colui che viene nel nome del Signore! Benedetto il Regno che viene, del nostro padre Davide! Alleluia. Dal Vangelo secondo Luca 23, 35-43 VANGELO Signore, ricordati di me quando entrerai nel tuo regno. CANTO AL VANGELO Mc 11, 9.10",485
"va dicendo: «Non hai alcun timore di Dio, tu che sei condannato alla stessa pena? Noi, giustamente, perché riceviamo quello che abbiamo meritato per le nostre azioni; egli invece non ha fatto nulla di male». E disse: «Gesù, ricordati di me quando entrerai nel tuo regno». Gli rispose: «In verità io ti dico: oggi con me sarai nel paradiso». Parola del Signore.",486
DAL PROPRIO DEI SANTI,489
"Così dice il Signore Dio: «Ecco, io manderò un mio messaggero a preparare la via davanti a me e subito entrerà nel suo tempio il Signore che voi cercate; e l’angelo dell’alleanza, che voi sospirate, eccolo venire, dice il Signore degli eserciti. Chi sopporterà il giorno della sua venuta? Chi resisterà al suo apparire? Egli è come il fuoco del fonditore e come la lisciva dei lavandai. Siederà per fondere e purificare l’argento; purificherà i figli di Levi, li affinerà come oro e argento, perché possano offrire al Signore un’offerta secondo giustizia. Allora l’offerta di Giuda e di Gerusalemme sarà gradita al Signore come nei giorni antichi, come negli anni lontani». Parola di Dio. PRIMA LETTURA Entrerà nel suo tempio il Signore che voi cercate. Dal libro del profeta Malachìa 3, 1-4 PRESENTAZIONE DEL SIGNORE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui indicate; se la festa ricorre in settimana, si sceglie come prima lettura una delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo stesso.",491
"Vieni, Signore, nel tuo tempio santo. Alzate, o porte, la vostra fronte, alzatevi, soglie antiche, ed entri il re della gloria. Chi è questo re della gloria? Il Signore forte e valoroso, il Signore valoroso in battaglia. Alzate, o porte, la vostra fronte, alzatevi, soglie antiche, ed entri il re della gloria. Chi è mai questo re della gloria? Il Signore degli eserciti è il re della gloria. SALMO RESPONSORIALE Dal Salmo 23 (24)",492
"Poiché i figli hanno in comune il sangue e la carne, anche Cristo allo stesso modo ne è divenuto partecipe, per ridurre all’impotenza mediante la morte colui che della morte ha il potere, cioè il diavolo, e liberare così quelli che, per timore della morte, erano soggetti a schiavitù per tutta la vita. Egli infatti non si prende cura degli angeli, ma della stirpe di Abramo si prende cura. Perciò doveva rendersi in tutto simile ai fratelli, per diventare un sommo sacerdote misericordioso e degno di fede nelle cose che riguardano Dio, allo scopo di espiare i peccati del popolo. Infatti, proprio per essere stato messo alla prova e avere sofferto personalmente, egli è in grado di venire in aiuto a quelli che subiscono la prova. Parola di Dio. SECONDA LETTURA Doveva rendersi in tutto simile ai fratelli. Dalla lettera agli Ebrei 2, 14-18",493
"Alleluia, alleluia. I miei occhi hanno visto la tua salvezza: luce per rivelarti alle genti e gloria del tuo popolo, Israele. Alleluia. Quando furono compiuti i giorni della loro purificazione rituale, secondo la legge di Mosè, Maria e Giuseppe portarono il bambino a Gerusalemme per presentarlo al Signore – come è scritto nella legge del Signore: «Ogni maschio primogenito sarà sacro al Signore» – e per offrire in sacrificio una coppia di tortore o due giovani colombi, come prescrive la legge del Signore. Ora a Gerusalemme c’era un uomo di nome Simeone, uomo giusto e pio, che aspettava la consolazione d’Israele, e lo Spirito Santo era su di lui. Lo Spirito Santo gli aveva preannunciato che non avrebbe visto la morte senza prima aver veduto il Cristo del Signore. Dal Vangelo secondo Luca 2, 22-40 VANGELO I miei occhi hanno visto la tua salvezza. CANTO AL VANGELO Lc 2, 30.32",494
"Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi portavano il bambino Gesù per fare ciò che la Legge prescriveva a suo riguardo, anch’egli lo accolse tra le braccia e benedisse Dio, dicendo: «Ora puoi lasciare, o Signore, che il tuo servo vada in pace, secondo la tua parola, perché i miei occhi hanno visto la tua salvezza, preparata da te davanti a tutti i popoli: luce per rivelarti alle genti e gloria del tuo popolo, Israele». Il padre e la madre di Gesù si stupivano delle cose che si dicevano di lui. Simeone li benedisse e a Maria, sua madre, disse: «Ecco, egli è qui per la caduta e la risurrezione di molti in Israele e come segno di contraddizione – e anche a te una spada trafiggerà l’anima –, affinché siano svelati i pensieri di molti cuori». C’era anche una profetessa, Anna, figlia di Fanuèle, della tribù di Aser. Era molto avanzata in età, aveva vissuto con il marito sette anni dopo il suo matrimonio, era poi rimasta vedova e ora aveva ottantaquattro anni. Non si allontanava mai dal tempio, servendo Dio notte e giorno con digiuni e preghiere. Sopraggiunta in quel momento, si mise anche lei a lodare Dio e parlava del bambino a quanti aspettavano la redenzione di Gerusalemme. Quando ebbero adempiuto ogni cosa secondo la legge del Signore, fecero ritorno in Galilea, alla loro città di Nàzaret. Il bambino cresceva e si fortificava, pieno di sapienza, e la grazia di Dio era su di lui. Parola del Signore.",495
"Quando furono compiuti i giorni della loro purificazione rituale, secondo la legge di Mosè, Maria e Giuseppe portarono il bambino a Gerusalemme per presentarlo al Signore – come è scritto nella legge del Signore: «Ogni maschio primogenito sarà sacro al Signore» – e per offrire in sacrificio una coppia di tortore o due giovani colombi, come prescrive la legge del Signore. Ora a Gerusalemme c’era un uomo di nome Simeone, uomo giusto e pio, che aspettava la consolazione d’Israele, e lo Spirito Santo era su di lui. Lo Spirito Santo gli aveva preannunciato che non avrebbe visto la morte senza prima aver veduto il Cristo del Signore. Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi portavano il bambino Gesù per fare ciò che la Legge prescriveva a suo riguardo, anch’egli lo accolse tra le braccia e benedisse Dio, dicendo: «Ora puoi lasciare, o Signore, che il tuo servo vada in pace, secondo la tua parola, perché i miei occhi hanno visto la tua salvezza, preparata da te davanti a tutti i popoli: luce per rivelarti alle genti e gloria del tuo popolo, Israele». Parola del Signore. Dal Vangelo secondo Luca 2, 22-32 Forma breve: I miei occhi hanno visto la tua salvezza.",496
"Nei giorni del re Giosìa mi fu rivolta questa parola del Signore: «Prima di formarti nel grembo materno, ti ho conosciuto, prima che tu uscissi alla luce, ti ho consacrato; ti ho stabilito profeta delle nazioni». Risposi: «Ahimè, Signore Dio! Ecco, io non so parlare, perché sono giovane». Ma il Signore mi disse: «Non dire: “Sono giovane”. Tu andrai da tutti coloro a cui ti manderò e dirai tutto quello che io ti ordinerò. Non aver paura di fronte a loro, perché io sono con te per proteggerti». Oracolo del Signore. Il Signore stese la mano e mi toccò la bocca, e il Signore mi disse: «Ecco, io metto le mie parole sulla tua bocca. Vedi, oggi ti do autorità PRIMA LETTURA Prima di formarti nel grembo materno, ti ho conosciuto. Dal libro del profeta Geremìa 1, 4-10 NATIVITÀ DI SAN GIOVANNI BATTISTA Alla Messa vespertina nella vigilia Solennità",497
"sopra le nazioni e sopra i regni per sradicare e demolire, per distruggere e abbattere, per edificare e piantare». Parola di Dio. Dal grembo di mia madre sei tu il mio sostegno. In te, Signore, mi sono rifugiato, mai sarò deluso. Per la tua giustizia, liberami e difendimi, tendi a me il tuo orecchio e salvami. Sii tu la mia roccia, una dimora sempre accessibile; hai deciso di darmi salvezza: davvero mia rupe e mia fortezza tu sei! Mio Dio, liberami dalle mani del malvagio. Sei tu, mio Signore, la mia speranza, la mia fiducia, Signore, fin dalla mia giovinezza. Su di te mi appoggiai fin dal grembo materno, dal seno di mia madre sei tu il mio sostegno. La mia bocca racconterà la tua giustizia, ogni giorno la tua salvezza. Fin dalla giovinezza, o Dio, mi hai istruito e oggi ancora proclamo le tue meraviglie. SALMO RESPONSORIALE Dal Salmo 70 (71)",498
"Carissimi, voi amate Gesù Cristo, pur senza averlo visto e ora, senza vederlo, credete in lui. Perciò esultate di gioia indicibile e gloriosa, mentre raggiungete la mèta della vostra fede: la salvezza delle anime. Su questa salvezza indagarono e scrutarono i profeti, che preannunciavano la grazia a voi destinata; essi cercavano di sapere quale momento o quali circostanze indicasse lo Spirito di Cristo che era in loro, quando prediceva le sofferenze destinate a Cristo e le glorie che le avrebbero seguite. A loro fu rivelato che, non per se stessi, ma per voi erano servitori di quelle cose che ora vi sono annunciate per mezzo di coloro che vi hanno portato il Vangelo mediante lo Spirito Santo, mandato dal cielo: cose nelle quali gli angeli desiderano fissare lo sguardo. Parola di Dio. SECONDA LETTURA Su questa salvezza indagarono e scrutarono i profeti. Dalla prima lettera di san Pietro apostolo 1, 8-12",499
"Alleluia, alleluia. Venne per rendere testimonianza alla luce e preparare al Signore un popolo ben disposto. Alleluia. Al tempo di Erode, re della Giudea, vi era un sacerdote di nome Zaccarìa, della classe di Abìa, che aveva in moglie una discendente di Aronne, di nome Elisabetta. Ambedue erano giusti davanti a Dio e osservavano irreprensibili tutte le leggi e le prescrizioni del Signore. Essi non avevano figli, perché Elisabetta era sterile e tutti e due erano avanti negli anni. Avvenne che, mentre Zaccarìa svolgeva le sue funzioni sacerdotali davanti al Signore durante il turno della sua classe, gli Dal Vangelo secondo Luca 1, 5-17 VANGELO Ti darà un figlio e tu lo chiamerai Giovanni. CANTO AL VANGELO Cf. Gv 1, 7; Lc 1, 17",500
"toccò in sorte, secondo l’usanza del servizio sacerdotale, di entrare nel tempio del Signore per fare l’offerta dell’incenso. Fuori, tutta l’assemblea del popolo stava pregando nell’ora dell’incenso. Apparve a lui un angelo del Signore, ritto alla destra dell’altare dell’incenso. Quando lo vide, Zaccarìa si turbò e fu preso da timore. Ma l’angelo gli disse: «Non temere, Zaccarìa, la tua preghiera è stata esaudita e tua moglie Elisabetta ti darà un figlio, e tu lo chiamerai Giovanni. Avrai gioia ed esultanza, e molti si rallegreranno della sua nascita, perché egli sarà grande davanti al Signore; non berrà vino né bevande inebrianti, sarà colmato di Spirito Santo fin dal seno di sua madre e ricondurrà molti figli d’Israele al Signore loro Dio. Egli camminerà innanzi a lui con lo spirito e la potenza di Elìa, per ricondurre i cuori dei padri verso i figli e i ribelli alla saggezza dei giusti e preparare al Signore un popolo ben disposto». Parola del Signore.",501
"Ascoltatemi, o isole, udite attentamente, nazioni lontane; il Signore dal seno materno mi ha chiamato, fino dal grembo di mia madre ha pronunciato il mio nome. Ha reso la mia bocca come spada affilata, mi ha nascosto all’ombra della sua mano, mi ha reso freccia appuntita, mi ha riposto nella sua faretra. Mi ha detto: «Mio servo tu sei, Israele, sul quale manifesterò la mia gloria». Io ho risposto: «Invano ho faticato, per nulla e invano ho consumato le mie forze. Ma, certo, il mio diritto è presso il Signore, la mia ricompensa presso il mio Dio». Ora ha parlato il Signore, che mi ha plasmato suo servo dal seno materno per ricondurre a lui Giacobbe e a lui riunire Israele – poiché ero stato onorato dal Signore PRIMA LETTURA Ti renderò luce delle nazioni. Dal libro del profeta Isaìa 49, 1-6 NATIVITÀ DI SAN GIOVANNI BATTISTA Alla Messa del giorno Solennità",502
"e Dio era stato la mia forza – e ha detto: «È troppo poco che tu sia mio servo per restaurare le tribù di Giacobbe e ricondurre i superstiti d’Israele. Io ti renderò luce delle nazioni, perché porti la mia salvezza fino all’estremità della terra». Parola di Dio. Io ti rendo grazie: hai fatto di me una meraviglia stupenda. Signore, tu mi scruti e mi conosci, tu conosci quando mi siedo e quando mi alzo, intendi da lontano i miei pensieri, osservi il mio cammino e il mio riposo, ti sono note tutte le mie vie. Sei tu che hai formato i miei reni e mi hai tessuto nel grembo di mia madre. Io ti rendo grazie: hai fatto di me una meraviglia stupenda. Meravigliose sono le tue opere, le riconosce pienamente l’anima mia. Non ti erano nascoste le mie ossa quando venivo formato nel segreto, ricamato nelle profondità della terra. SALMO RESPONSORIALE Dal Salmo 138 (139)",503
"SECONDA LETTURA Giovanni aveva preparato la venuta di Cristo. Dagli Atti degli Apostoli 13, 22-26 n quei giorni, [nella sinagoga di Antiòchia di Pisìdia,] Paolo diceva: «Dio suscitò per i nostri padri Davide come re, al quale rese questa testimonianza: “Ho trovato Davide, figlio di Iesse, uomo secondo il mio cuore; egli adempirà tutti i miei voleri”. Dalla discendenza di lui, secondo la promessa, Dio inviò, come salvatore per Israele, Gesù. Giovanni aveva preparato la sua venuta predicando un battesimo di conversione a tutto il popolo d’Israele. Diceva Giovanni sul finire della sua missione: “Io non sono quello che voi pensate! Ma ecco, viene dopo di me uno, al quale io non sono degno di slacciare i sandali”. Fratelli, figli della stirpe di Abramo, e quanti fra voi siete timorati di Dio, a noi è stata mandata la parola di questa salvezza». Parola di Dio. I",504
"Alleluia, alleluia. Tu, bambino, sarai chiamato profeta dell’Altissimo perché andrai innanzi al Signore a preparargli le strade. Alleluia. Per Elisabetta si compì il tempo del parto e diede alla luce un figlio. I vicini e i parenti udirono che il Signore aveva manifestato in lei la sua grande misericordia, e si rallegravano con lei. Otto giorni dopo vennero per circoncidere il bambino e volevano chiamarlo con il nome di suo padre, Zaccarìa. Ma sua madre intervenne: «No, si chiamerà Giovanni». Le dissero: «Non c’è nessuno della tua parentela che si chiami con questo nome». Dal Vangelo secondo Luca 1, 57-66.80 VANGELO Giovanni è il suo nome. CANTO AL VANGELO Lc 1, 76",505
"Allora domandavano con cenni a suo padre come voleva che si chiamasse. Egli chiese una tavoletta e scrisse: «Giovanni è il suo nome». Tutti furono meravigliati. All’istante si aprirono la sua bocca e la sua lingua, e parlava benedicendo Dio. Tutti i loro vicini furono presi da timore, e per tutta la regione montuosa della Giudea si discorreva di tutte queste cose. Tutti coloro che le udivano, le custodivano in cuor loro, dicendo: «Che sarà mai questo bambino?». E davvero la mano del Signore era con lui. Il bambino cresceva e si fortificava nello spirito. Visse in regioni deserte fino al giorno della sua manifestazione a Israele. Parola del Signore.",506
"In quei giorni, Pietro e Giovanni salivano al tempio per la preghiera delle tre del pomeriggio. Qui di solito veniva portato un uomo, storpio fin dalla nascita; lo ponevano ogni giorno presso la porta del tempio detta Bella, per chiedere l’elemosina a coloro che entravano nel tempio. Costui, vedendo Pietro e Giovanni che stavano per entrare nel tempio, li pregava per avere un’elemosina. Allora, fissando lo sguardo su di lui, Pietro insieme a Giovanni disse: «Guarda verso di noi». Ed egli si volse a guardarli, sperando di ricevere da loro qualche cosa. Pietro gli disse: «Non possiedo né argento né oro, ma quello che ho te lo do: nel nome di Gesù Cristo, il Nazareno, àlzati e cammina!». Lo prese per la mano destra e lo sollevò. Di colpo i suoi piedi e le caviglie si rinvigorirono e, balzato in piedi, si mise a camminare; ed entrò con loro nel tempio camminando, saltando e lodando Dio. Tutto il popolo lo vide camminare e lodare Dio e riconoscevano che era colui che sedeva a chiedere l’elemosina alla porta PRIMA LETTURA Quello che ho te lo do: nel nome di Gesù Cristo, il Nazareno, àlzati e cammina! Dagli Atti degli Apostoli 3, 1-10 SANTI PIETRO E PAOLO APOSTOLI Alla Messa vespertina nella vigilia Solennità",507
"Bella del tempio, e furono ricolmi di meraviglia e stupore per quello che gli era accaduto. Parola di Dio. Per tutta la terra si diffonde il loro annuncio. I cieli narrano la gloria di Dio, l’opera delle sue mani annuncia il firmamento. Il giorno al giorno ne affida il racconto e la notte alla notte ne trasmette notizia. Senza linguaggio, senza parole, senza che si oda la loro voce, per tutta la terra si diffonde il loro annuncio e ai confini del mondo il loro messaggio. SALMO RESPONSORIALE Dal Salmo 18 (19)",508
"Fratelli, vi dichiaro che il Vangelo da me annunciato non segue un modello umano; infatti io non l’ho ricevuto né l’ho imparato da uomini, ma per rivelazione di Gesù Cristo. Voi avete certamente sentito parlare della mia condotta di un tempo nel giudaismo: perseguitavo ferocemente la Chiesa di Dio e la devastavo, superando nel giudaismo la maggior parte dei miei coetanei e connazionali, accanito com’ero nel sostenere le tradizioni dei padri. Ma quando Dio, che mi scelse fin dal seno di mia madre e mi chiamò con la sua grazia, si compiacque di rivelare in me il Figlio suo perché lo annunciassi in mezzo alle genti, subito, senza chiedere consiglio a nessuno, senza andare a Gerusalemme da coloro che erano apostoli prima di me, mi recai in Arabia e poi ritornai a Damasco. In seguito, tre anni dopo, salii a Gerusalemme per andare a conoscere Cefa e rimasi presso di lui quindici giorni; degli apostoli non vidi nessun altro, se non Giacomo, il fratello del Signore. In ciò che vi scrivo – lo dico davanti a Dio – non mentisco. Parola di Dio. SECONDA LETTURA Dio mi scelse fin dal seno di mia madre. Dalla lettera di san Paolo apostolo ai Gàlati 1, 11-20",509
"Alleluia, alleluia. Signore, tu conosci tutto; tu sai che ti voglio bene. Alleluia. Dopo che si fu manifestato risorto ai suoi discepoli,] quand’ebbero mangiato, Gesù disse a Simon Pietro: «Simone, figlio di Giovanni, mi ami più di costoro?». Gli rispose: «Certo, Signore, tu lo sai che ti voglio bene». Gli disse: «Pasci i miei agnelli». Gli disse di nuovo, per la seconda volta: «Simone, figlio di Giovanni, mi ami?». Gli rispose: «Certo, Signore, tu lo sai che ti voglio bene». Gli disse: «Pascola le mie pecore». Gli disse per la terza volta: «Simone, figlio di Giovanni, mi vuoi bene?». Pietro rimase addolorato che per la terza volta Dal Vangelo secondo Giovanni 21, 15-19 VANGELO Pasci i miei agnelli, pasci le mie pecore. [ CANTO AL VANGELO Gv 21, 17d",510
"gli domandasse «Mi vuoi bene?», e gli disse: «Signore, tu conosci tutto; tu sai che ti voglio bene». Gli rispose Gesù: «Pasci le mie pecore. In verità, in verità io ti dico: quando eri più giovane ti vestivi da solo e andavi dove volevi; ma quando sarai vecchio tenderai le tue mani, e un altro ti vestirà e ti porterà dove tu non vuoi». Questo disse per indicare con quale morte egli avrebbe glorificato Dio. E, detto questo, aggiunse: «Seguimi». Parola del Signore.",511
"In quel tempo il re Erode cominciò a perseguitare alcuni membri della Chiesa. Fece uccidere di spada Giacomo, fratello di Giovanni. Vedendo che ciò era gradito ai Giudei, fece arrestare anche Pietro. Erano quelli i giorni degli Àzzimi. Lo fece catturare e lo gettò in carcere, consegnandolo in custodia a quattro picchetti di quattro soldati ciascuno, col proposito di farlo comparire davanti al popolo dopo la Pasqua. Mentre Pietro dunque era tenuto in carcere, dalla Chiesa saliva incessantemente a Dio una preghiera per lui. In quella notte, quando Erode stava per farlo comparire davanti al popolo, Pietro, piantonato da due soldati e legato con due catene, stava dormendo, mentre davanti alle porte le sentinelle custodivano il carcere. Ed ecco, gli si presentò un angelo del Signore e una luce sfolgorò nella cella. Egli toccò il fianco di Pietro, lo destò e disse: «Àlzati, in fretta!». E le catene gli caddero dalle mani. L’angelo gli disse: «Mettiti la cintura e légati i sandali». E così fece. L’angelo disse: «Metti il mantello e seguimi!». Pietro PRIMA LETTURA Ora so veramente che il Signore mi ha strappato dalla mano di Erode. Dagli Atti degli Apostoli 12, 1-11 SANTI PIETRO E PAOLO APOSTOLI Alla Messa del giorno Solennità",512
"uscì e prese a seguirlo, ma non si rendeva conto che era realtà ciò che stava succedendo per opera dell’angelo: credeva invece di avere una visione. Essi oltrepassarono il primo posto di guardia e il secondo e arrivarono alla porta di ferro che conduce in città; la porta si aprì da sé davanti a loro. Uscirono, percorsero una strada e a un tratto l’angelo si allontanò da lui. Pietro allora, rientrato in sé, disse: «Ora so veramente che il Signore ha mandato il suo angelo e mi ha strappato dalla mano di Erode e da tutto ciò che il popolo dei Giudei si attendeva». Parola di Dio.",513
"Il Signore mi ha liberato da ogni paura. Benedirò il Signore in ogni tempo, sulla mia bocca sempre la sua lode. Io mi glorio nel Signore: i poveri ascoltino e si rallegrino. Magnificate con me il Signore, esaltiamo insieme il suo nome. Ho cercato il Signore: mi ha risposto e da ogni mia paura mi ha liberato. Guardate a lui e sarete raggianti, i vostri volti non dovranno arrossire. Questo povero grida e il Signore lo ascolta, lo salva da tutte le sue angosce. L’angelo del Signore si accampa attorno a quelli che lo temono, e li libera. Gustate e vedete com’è buono il Signore; beato l’uomo che in lui si rifugia. SALMO RESPONSORIALE Dal Salmo 33 (34)",514
"Figlio mio, io sto già per essere versato in offerta ed è giunto il momento che io lasci questa vita. Ho combattuto la buona battaglia, ho terminato la corsa, ho conservato la fede. Ora mi resta soltanto la corona di giustizia che il Signore, il giudice giusto, mi consegnerà in quel giorno; non solo a me, ma anche a tutti coloro che hanno atteso con amore la sua manifestazione. Il Signore però mi è stato vicino e mi ha dato forza, perché io potessi portare a compimento l’annuncio del Vangelo e tutte le genti lo ascoltassero: e così fui liberato dalla bocca del leone. Il Signore mi libererà da ogni male e mi porterà in salvo nei cieli, nel suo regno; a lui la gloria nei secoli dei secoli. Amen. Parola di Dio. SECONDA LETTURA Ora mi resta soltanto la corona di giustizia. Dalla seconda lettera di san Paolo apostolo a Timòteo 4, 6-8.17-18",515
"Alleluia, alleluia. Tu sei Pietro e su questa pietra edificherò la mia Chiesa e le potenze degli inferi non prevarranno su di essa. Alleluia. In quel tempo, Gesù, giunto nella regione di Cesarèa di Filippo, domandò ai suoi discepoli: «La gente, chi dice che sia il Figlio dell’uomo?». Risposero: «Alcuni dicono Giovanni il Battista, altri Elìa, altri Geremìa o qualcuno dei profeti». Disse loro: «Ma voi, chi dite che io sia?». Rispose Simon Pietro: «Tu sei il Cristo, il Figlio del Dio vivente». E Gesù gli disse: «Beato sei tu, Simone, figlio di Giona, perché né carne né sangue te lo hanno rivelato, ma il Padre mio Dal Vangelo secondo Matteo 16, 13-19 VANGELO Tu sei Pietro, a te darò le chiavi del regno dei cieli. CANTO AL VANGELO Mt 16, 18",516
"che è nei cieli. E io a te dico: tu sei Pietro e su questa pietra edificherò la mia Chiesa e le potenze degli inferi non prevarranno su di essa. A te darò le chiavi del regno dei cieli: tutto ciò che legherai sulla terra sarà legato nei cieli, e tutto ciò che scioglierai sulla terra sarà sciolto nei cieli». Parola del Signore. Per la Messa votiva di san Pietro apostolo si utilizzano le letture della festa della Cattedra del medesimo apostolo, il 22 febbraio. Per la festa votiva di san Paolo apostolo si utilizzano le letture della festa della Conversione del medesimo apostolo, il 25 gennaio.",517
"Io continuavo a guardare, quand’ecco furono collocati troni e un vegliardo si assise. La sua veste era candida come la neve e i capelli del suo capo erano candidi come la lana; il suo trono era come vampe di fuoco con le ruote come fuoco ardente. Un fiume di fuoco scorreva e usciva dinanzi a lui, mille migliaia lo servivano e diecimila miriadi lo assistevano. La corte sedette e i libri furono aperti. PRIMA LETTURA La sua veste era candida come la neve. Dal libro del profeta Daniele 7, 9-10.13-14 TRASFIGURAZIONE DEL SIGNORE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui indicate; se la festa ricorre in settimana, si sceglie come prima lettura una delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo stesso.",518
"Guardando ancora nelle visioni notturne, ecco venire con le nubi del cielo uno simile a un figlio d’uomo; giunse fino al vegliardo e fu presentato a lui. Gli furono dati potere, gloria e regno; tutti i popoli, nazioni e lingue lo servivano: il suo potere è un potere eterno, che non finirà mai, e il suo regno non sarà mai distrutto. Parola di Dio. Il Signore regna, il Dio di tutta la terra. Il Signore regna: esulti la terra, gioiscano le isole tutte. Nubi e tenebre lo avvolgono, giustizia e diritto sostengono il suo trono. I monti fondono come cera davanti al Signore, davanti al Signore di tutta la terra. Annunciano i cieli la sua giustizia, e tutti i popoli vedono la sua gloria. Perché tu, Signore, sei l’Altissimo su tutta la terra, eccelso su tutti gli dèi. SALMO RESPONSORIALE Dal Salmo 96 (97)",519
"SECONDA LETTURA Questa voce noi l’abbiamo udita discendere dal cielo. Dalla seconda lettera di san Pietro apostolo 1, 16-19 arissimi, vi abbiamo fatto conoscere la potenza e la venuta del Signore nostro Gesù Cristo, non perché siamo andati dietro a favole artificiosamente inventate, ma perché siamo stati testimoni oculari della sua grandezza. Egli infatti ricevette onore e gloria da Dio Padre, quando giunse a lui questa voce dalla maestosa gloria: «Questi è il Figlio mio, l’amato, nel quale ho posto il mio compiacimento». Questa voce noi l’abbiamo udita discendere dal cielo mentre eravamo con lui sul santo monte. E abbiamo anche, solidissima, la parola dei profeti, alla quale fate bene a volgere l’attenzione come a lampada che brilla in un luogo oscuro, finché non spunti il giorno e non sorga nei vostri cuori la stella del mattino. Parola di Dio. Alleluia, alleluia. Questi è il Figlio mio, l’amato: in lui ho posto il mio compiacimento. Ascoltatelo. Alleluia. CANTO AL VANGELO Mt 17, 5c C",520
"In quel tempo, Gesù prese con sé Pietro, Giovanni e Giacomo e salì sul monte a pregare. Mentre pregava, il suo volto cambiò d’aspetto e la sua veste divenne candida e sfolgorante. Ed ecco, due uomini conversavano con lui: erano Mosè ed Elìa, apparsi nella gloria, e parlavano del suo esodo, che stava per compiersi a Gerusalemme. Pietro e i suoi compagni erano oppressi dal sonno; ma, quando si svegliarono, videro la sua gloria e i due uomini che stavano con lui. Mentre questi si separavano da lui, Pietro disse a Gesù: «Maestro, è bello per noi essere qui. Facciamo tre capanne, una per te, una per Mosè e una per Elìa». Egli non sapeva quello che diceva. Mentre parlava così, venne una nube e li coprì con la sua ombra. All’entrare nella nube, ebbero paura. E dalla nube uscì una voce, che diceva: «Questi è il Figlio mio, l’eletto; ascoltatelo!». Appena la voce cessò, restò Gesù solo. Essi tacquero e in quei giorni non riferirono a nessuno ciò che avevano visto. Parola del Signore. Dal Vangelo secondo Luca 9, 28b-36 VANGELO Mentre Gesù pregava, il suo volto cambiò d’aspetto.",521
