pagina,testo
472,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 79 (80)

La vigna del Signore è la casa d’Israele.
Hai sradicato una vite dall’Egitto,
hai scacciato le genti e l’hai trapiantata.
Ha esteso i suoi tralci fino al mare,
arrivavano al fiume i suoi germogli.
Perché hai aperto brecce nella sua cinta
e ne fa vendemmia ogni passante?
La devasta il cinghiale del bosco
e vi pascolano le bestie della campagna.
Dio degli eserciti, ritorna!
Guarda dal cielo e vedi
e visita questa vigna,
proteggi quello che la tua destra ha piantato,
il figlio dell’uomo che per te hai reso forte.
Da te mai più ci allontaneremo,
facci rivivere e noi invocheremo il tuo nome.
Signore, Dio degli eserciti, fa’ che ritorniamo,
fa’ splendere il tuo volto e noi saremo salvi.
"
473,"9-10-2007



XXVII DOMENICA

SECONDA LETTURA

Mettete in pratica queste cose
e il Dio della pace sarà con voi.

Dalla lettera di san Paolo apostolo ai Filippési
4, 6-9

Fratelli, non angustiatevi per nulla, ma in ogni circostanza fate presenti a Dio le vostre richieste con preghiere, suppliche e ringraziamenti.

E la pace di Dio, che supera ogni intelligenza, custodirà i vostri cuori e le vostre menti in Cristo Gesù.
In conclusione, fratelli, quello che è vero, quello che è nobile,
quello che è giusto, quello che è puro, quello che è amabile,
quello che è onorato, ciò che è virtù e ciò che merita lode,
questo sia oggetto dei vostri pensieri.
Le cose che avete imparato, ricevuto, ascoltato e veduto in
me, mettetele in pratica. E il Dio della pace sarà con voi!
Parola di Dio.
CANTO AL VANGELO
Cf. Gv 15, 16

Alleluia, alleluia.
Io ho scelto voi, dice il Signore,
perché andiate e portiate frutto
e il vostro frutto rimanga.
Alleluia."
474,"9-10-2007




VANGELO

Darà in affitto la vigna ad altri contadini.

Dal Vangelo secondo Matteo
21, 33-43

In quel tempo, Gesù disse ai capi dei sacerdoti

e agli anziani del popolo:

«Ascoltate un’altra parabola: c’era un uomo,
che possedeva un terreno e vi piantò una vigna. La circondò con una siepe, vi scavò una
buca per il torchio e costruì una torre. La diede in affitto a
dei contadini e se ne andò lontano.
Quando arrivò il tempo di raccogliere i frutti, mandò i suoi
servi dai contadini a ritirare il raccolto. Ma i contadini presero i servi e uno lo bastonarono, un altro lo uccisero, un altro
lo lapidarono. Mandò di nuovo altri servi, più numerosi dei
primi, ma li trattarono allo stesso modo.
Da ultimo mandò loro il proprio figlio dicendo: “Avranno rispetto per mio figlio!”. Ma i contadini, visto il figlio, dissero tra loro: “Costui è l’erede. Su, uccidiamolo e avremo noi la sua eredità!”. Lo presero, lo cacciarono fuori dalla vigna e lo uccisero.
Quando verrà dunque il padrone della vigna, che cosa farà a
quei contadini?».
Gli risposero: «Quei malvagi, li farà morire miseramente e
darà in affitto la vigna ad altri contadini, che gli consegneranno i frutti a suo tempo».
"
475,"9-10-2007



XXVII DOMENICA

E Gesù disse loro: «Non avete mai letto nelle Scritture:
“La pietra che i costruttori hanno scartato
è diventata la pietra d’angolo;
questo è stato fatto dal Signore
ed è una meraviglia ai nostri occhi”?
Perciò io vi dico: a voi sarà tolto il regno di Dio e sarà dato a
un popolo che ne produca i frutti».
Parola del Signore.
"
476,"9-10-2007



XXVIII DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Il Signore preparerà un banchetto,
e asciugherà le lacrime su ogni volto.

Dal libro del profeta Isaìa
25, 6-10a

Preparerà il Signore degli eserciti

per tutti i popoli, su questo monte,
un banchetto di grasse vivande,
un banchetto di vini eccellenti,
di cibi succulenti, di vini raffinati.
Egli strapperà su questo monte
il velo che copriva la faccia di tutti i popoli
e la coltre distesa su tutte le nazioni.
Eliminerà la morte per sempre.
Il Signore Dio asciugherà le lacrime su ogni volto,
l’ignominia del suo popolo
farà scomparire da tutta la terra,
poiché il Signore ha parlato.
E si dirà in quel giorno: «Ecco il nostro Dio;
in lui abbiamo sperato perché ci salvasse.
Questi è il Signore in cui abbiamo sperato;
rallegriamoci, esultiamo per la sua salvezza,
poiché la mano del Signore si poserà su questo monte».
Parola di Dio."
477,"9-10-2007



XXVIII DOMENICA

SALMO RESPONSORIALE
Salmo 22 (23)

Abiterò per sempre nella casa del Signore.
Il Signore è il mio pastore:
non manco di nulla.
Su pascoli erbosi mi fa riposare,
ad acque tranquille mi conduce.
Rinfranca l’anima mia.
Mi guida per il giusto cammino
a motivo del suo nome.
Anche se vado per una valle oscura,
non temo alcun male, perché tu sei con me.
Il tuo bastone e il tuo vincastro
mi danno sicurezza.
Davanti a me tu prepari una mensa
sotto gli occhi dei miei nemici.
Ungi di olio il mio capo;
il mio calice trabocca.
tutti i giorni della mia vita,
abiterò ancora nella casa del Signore
per lunghi giorni.
"
478,"9-10-2007




SECONDA LETTURA

Tutto posso in colui che mi dà forza.

Dalla lettera di san Paolo apostolo ai Filippési
4, 12-14.19-20

Fratelli, so vivere nella povertà come so vivere nell’abbondanza; sono allenato a tutto e per tutto, alla

sazietà e alla fame, all’abbondanza e all’indigenza.
Tutto posso in colui che mi dà la forza. Avete fatto bene tuttavia a prendere parte alle mie tribolazioni.
Il mio Dio, a sua volta, colmerà ogni vostro bisogno secondo
la sua ricchezza con magnificenza, in Cristo Gesù.
Al Dio e Padre nostro sia gloria nei secoli dei secoli. Amen.
Parola di Dio.

CANTO AL VANGELO
Cf. Ef 1, 17-18

Alleluia, alleluia.
Il Padre del Signore nostro Gesù Cristo
illumini gli occhi del nostro cuore
per farci comprendere a quale speranza ci ha chiamati.
Alleluia."
479,"9-10-2007



XXVIII DOMENICA

VANGELO

Tutti quelli che troverete, chiamateli alle nozze.

Dal Vangelo secondo Matteo
22, 1-14

In quel tempo, Gesù, riprese a parlare con parabole [ai capi dei sacerdoti e ai farisei] e disse:


«Il regno dei cieli è simile a un re, che fece
una festa di nozze per suo figlio. Egli mandò i
suoi servi a chiamare gli invitati alle nozze,
ma questi non volevano venire.
Mandò di nuovo altri servi con quest’ordine: Dite agli invitati: “Ecco, ho preparato il mio pranzo; i miei buoi e gli animali ingrassati sono già uccisi e tutto è pronto; venite alle
nozze!”. Ma quelli non se ne curarono e andarono chi al proprio campo, chi ai propri affari; altri poi presero i suoi servi, li insultarono e li uccisero. Allora il re si indignò: mandò
le sue truppe, fece uccidere quegli assassini e diede alle
fiamme la loro città.
Poi disse ai suoi servi: “La festa di nozze è pronta, ma gli invitati non erano degni; andate ora ai crocicchi delle strade e
tutti quelli che troverete, chiamateli alle nozze”. Usciti per le
strade, quei servi radunarono tutti quelli che trovarono, cattivi e buoni, e la sala delle nozze si riempì di commensali.
Il re entrò per vedere i commensali e lì scorse un uomo che
non indossava l’abito nuziale. Gli disse: “Amico, come mai
sei entrato qui senza l’abito nuziale?”. Quello ammutolì. Al-
"
480,"9-10-2007




lora il re ordinò ai servi: “Legatelo mani e piedi e gettatelo
fuori nelle tenebre; là sarà pianto e stridore di denti”.
Perché molti sono chiamati, ma pochi eletti».
Parola del Signore.

Forma breve:
Tutti quelli che troverete, chiamateli alle nozze.

Dal Vangelo secondo Matteo
22, 1-10

In quel tempo, Gesù, riprese a parlare con parabole [ai capi dei sacerdoti e ai farisei]e disse:


«Il regno dei cieli è simile a un re, che fece
una festa di nozze per suo figlio. Egli mandò i
suoi servi a chiamare gli invitati alle nozze, ma
questi non volevano venire.
Mandò di nuovo altri servi con quest’ordine: Dite agli invitati:
“Ecco, ho preparato il mio pranzo; i miei buoi e gli animali
ingrassati sono già uccisi e tutto è pronto; venite alle nozze!”. Ma quelli non se ne curarono e andarono chi al proprio
campo, chi ai propri affari; altri poi presero i suoi servi, li insultarono e li uccisero. Allora il re si indignò: mandò le sue
truppe, fece uccidere quegli assassini e diede alle fiamme la
loro città."
481,"9-10-2007



XXVIII DOMENICA

Poi disse ai suoi servi: “La festa di nozze è pronta, ma gli invitati non erano degni; andate ora ai crocicchi delle strade e
tutti quelli che troverete, chiamateli alle nozze”. Usciti per le
strade, quei servi radunarono tutti quelli che trovarono, cattivi e buoni, e la sala delle nozze si riempì di commensali».
Parola del Signore.
"
482,"9-10-2007



XXIX DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Ho preso Ciro per la destra
per abbattere davanti a lui le nazioni.

Dal libro del profeta Isaìa
45, 1.4-6

Dice il Signore del suo eletto, di Ciro:


«Io l’ho preso per la destra,
per abbattere davanti a lui le nazioni,
per sciogliere le cinture ai fianchi dei re,
per aprire davanti a lui i battenti delle porte
e nessun portone rimarrà chiuso.
Per amore di Giacobbe, mio servo,
e d’Israele, mio eletto,
io ti ho chiamato per nome,
ti ho dato un titolo, sebbene tu non mi conosca.
Io sono il Signore e non c’è alcun altro,
fuori di me non c’è dio;
ti renderò pronto all’azione, anche se tu non mi conosci,
perché sappiano dall’oriente e dall’occidente
che non c’è nulla fuori di me.
Io sono il Signore, non ce n’è altri».
Parola di Dio.
"
483,"9-10-2007



XXIX DOMENICA

SALMO RESPONSORIALE
Dal Salmo 95 (96)

Grande è il Signore e degno di ogni lode.
Cantate al Signore un canto nuovo,
cantate al Signore, uomini di tutta la terra.
In mezzo alle genti narrate la sua gloria,
a tutti i popoli dite le sue meraviglie.
Grande è il Signore e degno di ogni lode,
terribile sopra tutti gli dèi.
Tutti gli dèi dei popoli sono un nulla,
il Signore invece ha fatto i cieli.
Date al Signore, o famiglie dei popoli,
date al Signore gloria e potenza,
date al Signore la gloria del suo nome.
Portate offerte ed entrate nei suoi atri.
Prostratevi al Signore nel suo atrio santo.
Tremi davanti a lui tutta la terra.
Dite tra le genti: «Il Signore regna!».
Egli giudica i popoli con rettitudine.
"
484,"9-10-2007




SECONDA LETTURA

Mémori della vostra fede,
della carità e della speranza.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
1, 1-5b

Paolo e Silvano e Timòteo alla Chiesa dei Tessalonicési

che è in Dio Padre e nel Signore Gesù Cristo: a voi,
grazia e pace.

Rendiamo sempre grazie a Dio per tutti voi, ricordandovi nelle nostre preghiere e tenendo continuamente presenti l’operosità della vostra fede, la fatica della vostra carità e la fermezza della vostra speranza nel Signore nostro Gesù Cristo,
davanti a Dio e Padre nostro.
Sappiamo bene, fratelli amati da Dio, che siete stati scelti da
lui. Il nostro Vangelo, infatti, non si diffuse fra voi soltanto
per mezzo della parola, ma anche con la potenza dello Spirito
Santo e con profonda convinzione.
Parola di Dio.
CANTO AL VANGELO
Fil 2, 15d.16a

Alleluia, alleluia.
Risplendete come astri nel mondo,
tenendo salda la parola di vita.
Alleluia."
485,"9-10-2007



XXIX DOMENICA

VANGELO

Rendete a Cesare quello che è di Cesare
e a Dio quello che è di Dio.

Dal Vangelo secondo Matteo
22, 15-21

In quel tempo, i farisei se ne andarono e tennero consiglio per vedere come cogliere in fallo

Gesù nei suoi discorsi.

Mandarono dunque da lui i propri discepoli,
con gli erodiani, a dirgli: «Maestro, sappiamo
che sei veritiero e insegni la via di Dio secondo verità. Tu non
hai soggezione di alcuno, perché non guardi in faccia a nessuno. Dunque, di’ a noi il tuo parere: è lecito, o no, pagare il
tributo a Cesare?».
Ma Gesù, conoscendo la loro malizia, rispose: «Ipocriti, perché volete mettermi alla prova? Mostratemi la moneta del tributo». Ed essi gli presentarono un denaro. Egli domandò loro:
«Questa immagine e l’iscrizione, di chi sono?». Gli risposero:
«Di Cesare».
Allora disse loro: «Rendete dunque a Cesare quello che è di
Cesare e a Dio quello che è di Dio».
Parola del Signore.
"
486,"9-10-2007



XXX DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Se maltratterete la vedova e l’orfano,
la mia ira si accenderà contro di voi.

Dal libro dell’Èsodo
22, 20-26

Così dice il Signore:

«Non molesterai il forestiero né lo opprimerai, perché voi siete stati forestieri in terra d’Egitto.

Non maltratterai la vedova o l’orfano. Se tu lo maltratti,
quando invocherà da me l’aiuto, io darò ascolto al suo grido,
la mia ira si accenderà e vi farò morire di spada: le vostre
mogli saranno vedove e i vostri figli orfani.
Se tu presti denaro a qualcuno del mio popolo, all’indigente
che sta con te, non ti comporterai con lui da usuraio: voi non
dovete imporgli alcun interesse.
Se prendi in pegno il mantello del tuo prossimo, glielo renderai prima del tramonto del sole, perché è la sua sola coperta,
è il mantello per la sua pelle; come potrebbe coprirsi dormendo? Altrimenti, quando griderà verso di me, io l’ascolterò, perché io sono pietoso».
Parola di Dio.
"
487,"9-10-2007



XXX DOMENICA

SALMO RESPONSORIALE
Dal Salmo 17 (18)

Ti amo, Signore, mia forza.
Ti amo, Signore, mia forza,
Signore, mia roccia,
mia fortezza, mio liberatore.
Mio Dio, mia rupe, in cui mi rifugio;
mio scudo, mia potente salvezza e mio baluardo.
Invoco il Signore, degno di lode,
e sarò salvato dai miei nemici.
Viva il Signore e benedetta la mia roccia,
sia esaltato il Dio della mia salvezza.
Egli concede al suo re grandi vittorie,
si mostra fedele al suo consacrato.
"
488,"9-10-2007




SECONDA LETTURA

Vi siete convertiti dagli idoli,
per servire Dio e attendere il suo Figlio.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
1, 5c-10

Fratelli, ben sapete come ci siamo comportati in mezzo

a voi per il vostro bene.

E voi avete seguito il nostro esempio e quello del
Signore, avendo accolto la Parola in mezzo a grandi prove, con
la gioia dello Spirito Santo, così da diventare modello per
tutti i credenti della Macedònia e dell’Acàia.
Infatti per mezzo vostro la parola del Signore risuona non
soltanto in Macedonia e in Acaia, ma la vostra fede in Dio si è
diffusa dappertutto, tanto che non abbiamo bisogno di parlarne.
Sono essi infatti a raccontare come noi siamo venuti in mezzo
a voi e come vi siete convertiti dagli idoli a Dio, per servire
il Dio vivo e vero e attendere dai cieli il suo Figlio, che egli
ha risuscitato dai morti, Gesù, il quale ci libera dall’ira che
viene.
Parola di Dio.
"
489,
490,"9-10-2007



XXX DOMENICA

CANTO AL VANGELO
Gv 14, 23

Alleluia, alleluia.
Se uno mi ama, osserverà la mia parola, dice il Signore,
e il Padre mio lo amerà e noi verremo a lui.
Alleluia.

VANGELO
Amerai il Signore tuo Dio,
e il tuo prossimo come te stesso.

Dal Vangelo secondo Matteo
22, 34-40

In quel tempo, i farisei, avendo udito che Gesù

aveva chiuso la bocca ai sadducèi, si riunirono
insieme e uno di loro, un dottore della Legge,
lo interrogò per metterlo alla prova: «Maestro,
nella Legge, qual è il grande comandamento?».
Gli rispose: «“Amerai il Signore tuo Dio con
tutto il tuo cuore, con tutta la tua anima e con tutta la tua
mente”. Questo è il grande e primo comandamento. Il secondo poi è simile a quello: “Amerai il tuo prossimo come te
stesso”. Da questi due comandamenti dipendono tutta la Legge e i Profeti».
Parola del Signore.
"
491,"9-10-2007



XXXI DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Avete deviato dalla retta via e siete stati
d’inciampo a molti con il vostro insegnamento.

Dal libro del profeta Malachìa
1, 14b – 2, 2b.8-10

Io sono un re grande – dice il Signore degli eserciti –

e il mio nome è terribile fra le nazioni.

Ora a voi questo monito, o sacerdoti. Se non mi ascolterete e non vi darete premura di dare gloria al mio nome, dice il Signore degli eserciti, manderò su voi la maledizione.
Voi invece avete deviato dalla retta via
e siete stati d’inciampo a molti
con il vostro insegnamento;
avete distrutto l’alleanza di Levi,
dice il Signore degli eserciti.
Perciò anche io vi ho reso spregevoli
e abietti davanti a tutto il popolo,
perché non avete seguito le mie vie
e avete usato parzialità nel vostro insegnamento.
Non abbiamo forse tutti noi un solo padre? Forse non ci ha
creati un unico Dio? Perché dunque agire con perfidia l’uno
contro l’altro, profanando l’alleanza dei nostri padri?
Parola di Dio."
492,"9-10-2007



XXXI DOMENICA

SALMO RESPONSORIALE
Dal Salmo 130 (131)

Custodiscimi, Signore, nella pace.
Signore, non si esalta il mio cuore
né i miei occhi guardano in alto;
non vado cercando cose grandi
né meraviglie più alte di me.
Io invece resto quieto e sereno:
come un bimbo svezzato in braccio a sua madre,
come un bimbo svezzato è in me l’anima mia.
Israele attenda il Signore,
da ora e per sempre.
"
493,"9-10-2007




SECONDA LETTURA

Avremmo desiderato trasmettervi non solo
il vangelo di Dio, ma la nostra stessa vita.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
2, 7b-9.13

Fratelli, siamo stati amorevoli in mezzo a voi, come

una madre che ha cura dei propri figli. Così, affezionati a voi, avremmo desiderato trasmettervi non solo
il vangelo di Dio, ma la nostra stessa vita, perché ci siete diventati cari.
Voi ricordate infatti, fratelli, il nostro duro lavoro e la nostra
fatica: lavorando notte e giorno per non essere di peso ad alcuno di voi, vi abbiamo annunciato il vangelo di Dio.
Proprio per questo anche noi rendiamo continuamente grazie a
Dio perché, ricevendo la parola di Dio che noi vi abbiamo fatto
udire, l’avete accolta non come parola di uomini ma, qual è
veramente, come parola di Dio, che opera in voi credenti.
Parola di Dio.
CANTO AL VANGELO
Mt 23, 9b.10b

Alleluia, alleluia.
Uno solo è il Padre vostro, quello celeste
e uno solo è la vostra Guida, il Cristo.
Alleluia."
494,"9-10-2007



XXXI DOMENICA

VANGELO

Dicono e non fanno.

Dal Vangelo secondo Matteo
23, 1-12

In quel tempo, Gesù si rivolse alla folla e ai

suoi discepoli dicendo:

«Sulla cattedra di Mosè si sono seduti gli scribi
e i farisei. Praticate e osservate tutto ciò che vi
dicono, ma non agite secondo le loro opere,
perché essi dicono e non fanno. Legano infatti fardelli pesanti
e difficili da portare e li pongono sulle spalle della gente, ma
essi non vogliono muoverli neppure con un dito.
Tutte le loro opere le fanno per essere ammirati dalla gente:
allargano i loro filattèri e allungano le frange; si compiacciono
dei posti d’onore nei banchetti, dei primi seggi nelle sinagoghe, dei saluti nelle piazze, come anche di essere chiamati
“rabbì” dalla gente.
Ma voi non fatevi chiamare “rabbì”, perché uno solo è il vostro Maestro e voi siete tutti fratelli. E non chiamate “padre”
nessuno di voi sulla terra, perché uno solo è il Padre vostro,
quello celeste. E non fatevi chiamare “guide”, perché uno solo è la vostra Guida, il Cristo.
Chi tra voi è più grande, sarà vostro servo; chi invece si esalterà, sarà umiliato e chi si umilierà sarà esaltato».
Parola del Signore.
"
495,"9-10-2007



XXXII DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

La sapienza si lascia trovare
da quelli che la cercano.

Dal libro della Sapienza
6, 12-16

La sapienza è splendida e non sfiorisce,

facilmente si lascia vedere da coloro che la amano
e si lascia trovare da quelli che la cercano.

Nel farsi conoscere previene coloro che la desiderano.
Chi si alza di buon mattino per cercarla non si affaticherà,
la troverà seduta alla sua porta.
Riflettere su di lei, infatti, è intelligenza perfetta,
chi veglia a causa sua sarà presto senza affanni;
poiché lei stessa va in cerca di quelli che sono degni di lei,
appare loro benevola per le strade
e in ogni progetto va loro incontro.
Parola di Dio.
"
496,"9-10-2007



XXXII DOMENICA

SALMO RESPONSORIALE
Dal Salmo 62 (63)

Ha sete di te, Signore, l’anima mia.
O Dio, tu sei il mio Dio,
dall’aurora io ti cerco,
ha sete di te l’anima mia,
desidera te la mia carne
in terra arida, assetata, senz’acqua.
Così nel santuario ti ho contemplato,
guardando la tua potenza e la tua gloria.
Poiché il tuo amore vale più della vita,
le mie labbra canteranno la tua lode.
Così ti benedirò per tutta la vita:
nel tuo nome alzerò le mie mani.
Come saziato dai cibi migliori,
con labbra gioiose ti loderà la mia bocca.
Quando nel mio letto di te mi ricordo
e penso a te nelle veglie notturne,
a te che sei stato il mio aiuto,
esulto di gioia all’ombra delle tue ali.
"
497,"9-10-2007




SECONDA LETTURA

Dio, per mezzo di Gesù, radunerà con lui
coloro che sono morti.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
4, 13-18

Non vogliamo, fratelli, lasciarvi nell’ignoranza a proposito di quelli che sono morti, perché non siate tristi come gli altri che non hanno speranza. Se infatti

crediamo che Gesù è morto e risorto, così anche Dio, per mezzo
di Gesù, radunerà con lui coloro che sono morti.
Sulla parola del Signore infatti vi diciamo questo: noi, che
viviamo e che saremo ancora in vita alla venuta del Signore,
non avremo alcuna precedenza su quelli che sono morti. Perché il Signore stesso, a un ordine, alla voce dell’arcangelo e al
suono della tromba di Dio, discenderà dal cielo. E prima risorgeranno i morti in Cristo; quindi noi, che viviamo e che saremo ancora in vita, verremo rapiti insieme con loro nelle nubi,
per andare incontro al Signore in alto, e così per sempre saremo
con il Signore.
Confortatevi dunque a vicenda con queste parole.
Parola di Dio.
"
498,"9-10-2007



XXXII DOMENICA

Forma breve:
Dio, per mezzo di Gesù, radunerà con lui
coloro che sono morti.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
4, 13-14

Non vogliamo, fratelli, lasciarvi nell’ignoranza a proposito di quelli che sono morti, perché non siate tristi

come gli altri che non hanno speranza. Se infatti crediamo che Gesù è morto e risorto, così anche Dio, per mezzo
di Gesù, radunerà con lui coloro che sono morti.
Parola di Dio.

CANTO AL VANGELO
Mt 24, 42a.44

Alleluia, alleluia.
Vegliate e tenetevi pronti,
perché, nell’ora che non immaginate,
viene il Figlio dell’uomo.
Alleluia."
499,"9-10-2007




VANGELO

Ecco lo sposo! Andategli incontro!

Dal Vangelo secondo Matteo
25, 1-13

In quel tempo, Gesù disse ai suoi discepoli questa parabola:


«Il regno dei cieli sarà simile a dieci vergini
che presero le loro lampade e uscirono incontro
allo sposo. Cinque di esse erano stolte e cinque
sagge; le stolte presero le loro lampade, ma non presero con
sé l’olio; le sagge invece, insieme alle loro lampade, presero
anche l’olio in piccoli vasi. Poiché lo sposo tardava, si assopirono tutte e si addormentarono.
A mezzanotte si alzò un grido: “Ecco lo sposo! Andategli
incontro!”. Allora tutte quelle vergini si destarono e prepararono le loro lampade. Le stolte dissero alle sagge: “Dateci un
po’ del vostro olio, perché le nostre lampade si spengono”. Le
sagge risposero: “No, perché non venga a mancare a noi e a
voi; andate piuttosto dai venditori e compratevene”.
Ora, mentre quelle andavano a comprare l’olio, arrivò lo sposo
e le vergini che erano pronte entrarono con lui alle nozze, e
la porta fu chiusa. Più tardi arrivarono anche le altre vergini e
incominciarono a dire: “Signore, signore, aprici!”. Ma egli rispose: “In verità io vi dico: non vi conosco”.
Vegliate dunque, perché non sapete né il giorno né l’ora».
Parola del Signore."
500,"9-10-2007



XXXIII DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

La donna perfetta lavora volentieri
con le sue mani.

Dal libro dei Proverbi
31, 10-13.19-20.30-31

Una donna forte chi potrà trovarla?

Ben superiore alle perle è il suo valore.

In lei confida il cuore del marito
e non verrà a mancargli il profitto.
Gli dà felicità e non dispiacere
per tutti i giorni della sua vita.
Si procura lana e lino
e li lavora volentieri con le mani.
Stende la sua mano alla conocchia
e le sue dita tengono il fuso.
Apre le sue palme al misero,
stende la mano al povero.
Illusorio è il fascino e fugace la bellezza,
ma la donna che teme Dio è da lodare.
Siatele riconoscenti per il frutto delle sue mani
e le sue opere la lodino alle porte della città.
Parola di Dio."
501,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 127 (128)

Beato chi teme il Signore.
Beato chi teme il Signore
e cammina nelle sue vie.
Della fatica delle tue mani ti nutrirai,
sarai felice e avrai ogni bene.
La tua sposa come vite feconda
nell’intimità della tua casa;
i tuoi figli come virgulti d’ulivo
intorno alla tua mensa.
Ecco com’è benedetto
l’uomo che teme il Signore.
Ti benedica il Signore da Sion.
Possa tu vedere il bene di Gerusalemme
tutti i giorni della tua vita!
"
502,"9-10-2007



XXXIII DOMENICA

SECONDA LETTURA

Non siete nelle tenebre, cosicché quel giorno
possa sorprendervi come un ladro.

Dalla prima lettera di san Paolo apostolo ai Tessalonicési
5, 1-6

Riguardo ai tempi e ai momenti, fratelli, non avete bisogno che ve ne scriva; infatti sapete bene che il

giorno del Signore verrà come un ladro di notte. E
quando la gente dirà: «C’è pace e sicurezza!», allora
d’improvviso la rovina li colpirà, come le doglie una donna incinta; e non potranno sfuggire.
Ma voi, fratelli, non siete nelle tenebre, cosicché quel giorno
possa sorprendervi come un ladro. Infatti siete tutti figli della luce e figli del giorno; noi non apparteniamo alla notte, né
alle tenebre.
Non dormiamo dunque come gli altri, ma vigiliamo e siamo
sobri.
Parola di Dio.
CANTO AL VANGELO
Gv 15, 4a.5b

Alleluia, alleluia.
Rimanete in me e io in voi, dice il Signore,
chi rimane in me porta molto frutto.
Alleluia."
503,"9-10-2007




VANGELO

Sei stato fedele nel poco,
prendi parte alla gioia del tuo padrone.

Dal Vangelo secondo Matteo
25, 14-30

In quel tempo, Gesù disse ai suoi discepoli questa parabola:


«Avverrà come a un uomo che, partendo per un
viaggio, chiamò i suoi servi e consegnò loro i
suoi beni. A uno diede cinque talenti, a un altro
due, a un altro uno, secondo le capacità di ciascuno; poi partì.
Subito colui che aveva ricevuto cinque talenti andò a impiegarli, e ne guadagnò altri cinque. Così anche quello che ne
aveva ricevuti due, ne guadagnò altri due. Colui invece che
aveva ricevuto un solo talento, andò a fare una buca nel terreno e vi nascose il denaro del suo padrone.
Dopo molto tempo il padrone di quei servi tornò e volle regolare i conti con loro.
Si presentò colui che aveva ricevuto cinque talenti e ne portò
altri cinque, dicendo: “Signore, mi hai consegnato cinque talenti; ecco, ne ho guadagnati altri cinque”. “Bene, servo buono
e fedele – gli disse il suo padrone –, sei stato fedele nel poco,
ti darò potere su molto; prendi parte alla gioia del tuo padrone”.
Si presentò poi colui che aveva ricevuto due talenti e disse:
“Signore, mi hai consegnato due talenti; ecco, ne ho guadagnati altri due”. “Bene, servo buono e fedele – gli disse il suo
"
504,"9-10-2007



XXXIII DOMENICA

padrone –, sei stato fedele nel poco, ti darò potere su molto;
prendi parte alla gioia del tuo padrone”.
Si presentò infine anche colui che aveva ricevuto un solo
talento e disse: “Signore, so che sei un uomo duro, che mieti
dove non hai seminato e raccogli dove non hai sparso. Ho
avuto paura e sono andato a nascondere il tuo talento sotto
terra: ecco ciò che è tuo”.
Il padrone gli rispose: “Servo malvagio e pigro, tu sapevi che
mieto dove non ho seminato e raccolgo dove non ho sparso;
avresti dovuto affidare il mio denaro ai banchieri e così, ritornando, avrei ritirato il mio con l’interesse. Toglietegli dunque il talento, e datelo a chi ha i dieci talenti. Perché a
chiunque ha, verrà dato e sarà nell’abbondanza; ma a chi non
ha, verrà tolto anche quello che ha. E il servo inutile gettatelo
fuori nelle tenebre; là sarà pianto e stridore di denti”».
Parola del Signore.
"
505,"9-10-2007




Forma breve:
Sei stato fedele nel poco,
prendi parte alla gioia del tuo padrone.

Dal Vangelo secondo Matteo
25, 14-15.19-21

In quel tempo, Gesù disse ai suoi discepoli questa parabola:


«Avverrà come a un uomo che, partendo per un
viaggio, chiamò i suoi servi e consegnò loro i
suoi beni. A uno diede cinque talenti, a un altro
due, a un altro uno, secondo le capacità di ciascuno; poi partì.
Dopo molto tempo il padrone di quei servi tornò e volle regolare i conti con loro. Si presentò colui che aveva ricevuto cinque talenti e ne portò altri cinque, dicendo: “Signore, mi hai
consegnato cinque talenti; ecco, ne ho guadagnati altri cinque”. “Bene, servo buono e fedele – gli disse il suo padrone –,
sei stato fedele nel poco, ti darò potere su molto; prendi parte alla gioia del tuo padrone”».
Parola del Signore.
"
