testo,pagina
"n quel tempo, alcuni farisei si avvicinarono e,
per metterlo alla prova,  domandavano a Gesù
se è lecito a un marito ripudiare la propria mo-
glie. Ma egli rispose loro: «Che cosa vi ha ordi-
nato Mosè?». Dissero: «Mosè ha permesso di
scrivere un atto di ripudio e di ripudiarla». 
Gesù disse loro: «Per la durezza del vostro cuore egli scrisse
per voi questa norma. Ma dall’inizio della creazione [Dio] li
fece maschio e femmina; per questo l’uomo lascerà suo padre
e sua madre e si unirà a sua moglie e i due diventeranno una
carne sola. Così non sono più due, ma una sola carne. Dunque
l’uomo non divida quello che Dio ha congiunto». 
A casa, i discepoli lo interrogavano di nuovo su questo argo-
mento. E disse loro: «Chi ripudia la propria moglie e ne sposa
un’altra, commette adulterio verso di lei; e se lei, ripudiato il
marito, ne sposa un altro, commette adulterio».
Gli presentavano dei bambini perché li toccasse, ma i disce-
poli li rimproverarono. Gesù, al vedere questo, s’indignò e
disse loro: «Lasciate che i bambini vengano a me, non glielo
impedite: a chi è come loro infatti appartiene il regno di Dio.
In verità io vi dico: chi non accoglie il regno di Dio come lo
accoglie un bambino, non entrerà in esso». E, prendendoli tra
le braccia, li benediceva, imponendo le mani su di loro.
Parola del Signore.
Dal Vangelo secondo Marco
10, 2-16
VANGELO
L’uomo non divida quello che Dio ha congiunto.
I",440
"n quel tempo, alcuni farisei si avvicinarono e,
per metterlo alla prova, domandavano a Gesù
se è lecito a un marito ripudiare la propria mo-
glie. Ma egli rispose loro: «Che cosa vi ha ordi-
nato Mosè?». Dissero: «Mosè ha permesso di
scrivere un atto di ripudio e di ripudiarla». 
Gesù disse loro: «Per la durezza del vostro cuore egli scrisse
per voi questa norma. Ma dall’inizio della creazione [Dio] li
fece maschio e femmina; per questo l’uomo lascerà suo padre
e sua madre e si unirà a sua moglie e i due diventeranno una
carne sola. Così non sono più due, ma una sola carne. Dunque
l’uomo non divida quello che Dio ha congiunto». 
A casa, i discepoli lo interrogavano di nuovo su questo argo-
mento. E disse loro: «Chi ripudia la propria moglie e ne sposa
un’altra, commette adulterio verso di lei; e se lei, ripudiato il
marito, ne sposa un altro, commette adulterio».
Parola del Signore.
Dal Vangelo secondo Marco
10, 2-12
Forma breve:
L’uomo non divida quello che Dio ha congiunto.
I",441
"regai e mi fu elargita la prudenza,
implorai e venne in me lo spirito di sapienza.
La preferii a scettri e a troni,
stimai un nulla la ricchezza al suo confronto,
non la paragonai neppure a una gemma inestimabile,
perché tutto l’oro al suo confronto è come un po’ di sabbia
e come fango sarà valutato di fronte a lei l’argento.
L’ho amata più della salute e della bellezza,
ho preferito avere lei piuttosto che la luce,
perché lo splendore che viene da lei non tramonta.
Insieme a lei mi sono venuti tutti i beni;
nelle sue mani è una ricchezza incalcolabile.
Parola di Dio.
PRIMA LETTURA
Al confronto della sapienza 
stimai un nulla la ricchezza.
Dal libro della Sapienza
7, 7-11
XXVIII DOMENICA 
DEL TEMPO ORDINARIO
P",442
"Saziaci, Signore, con il tuo amore: gioiremo per sempre.
Insegnaci a contare i nostri giorni
e acquisteremo un cuore saggio.
Ritorna, Signore: fino a quando?
Abbi pietà dei tuoi servi!
Saziaci al mattino con il tuo amore:
esulteremo e gioiremo per tutti i nostri giorni.
Rendici la gioia per i giorni in cui ci hai afflitti,
per gli anni in cui abbiamo visto il male.
Si manifesti ai tuoi servi la tua opera
e il tuo splendore ai loro figli.
Sia su di noi la dolcezza del Signore, nostro Dio:
rendi salda per noi l’opera delle nostre mani,
l’opera delle nostre mani rendi salda.
SALMO RESPONSORIALE
Dal Salmo 89 (90)",443
"a parola di Dio è viva, efficace e più tagliente di
ogni spada a doppio taglio; essa penetra fino al pun-
to di divisione dell’anima e dello spirito, fino alle
giunture e alle midolla, e discerne i sentimenti e i pensieri
del cuore. 
Non vi è creatura che possa nascondersi davanti a Dio, ma
tutto è nudo e scoperto agli occhi di colui al quale noi dob-
biamo rendere conto.
Parola di Dio.
Alleluia, alleluia.
Beati i poveri in spirito,
perché di essi è il regno dei cieli.
Alleluia.
SECONDA LETTURA
La parola di Dio discerne i sentimenti 
e i pensieri del cuore.
CANTO AL VANGELO
Mt 5, 3
Dalla lettera agli Ebrei
4, 12-13
L",444
"n quel tempo, mentre Gesù andava per la stra-
da, un tale gli corse incontro e, gettandosi in
ginocchio davanti a lui, gli domandò: «Maestro
buono, che cosa devo fare per avere in eredità
la vita eterna?». Gesù gli disse: «Perché mi
chiami buono? Nessuno è buono, se non Dio
solo. Tu conosci i comandamenti: “Non uccidere, non com-
mettere adulterio, non rubare, non testimoniare il falso, non
frodare, onora tuo padre e tua madre”». 
Egli allora gli disse: «Maestro, tutte queste cose le ho osser-
vate fin dalla mia giovinezza». Allora Gesù fissò lo sguardo
su di lui, lo amò e gli disse: «Una cosa sola ti manca: va’,
vendi quello che hai e dallo ai poveri, e avrai un tesoro in
cielo; e vieni! Seguimi!». Ma a queste parole egli si fece
scuro in volto e se ne andò rattristato; possedeva infatti
molti beni.
Gesù, volgendo lo sguardo attorno, disse ai suoi discepoli:
«Quanto è difficile, per quelli che possiedono ricchezze, en-
trare nel regno di Dio!». I discepoli erano sconcertati dalle
sue parole; ma Gesù riprese e disse loro: «Figli, quanto è dif-
ficile entrare nel regno di Dio! È più facile che un cammello
passi per la cruna di un ago, che un ricco entri nel regno di
Dio». Essi, ancora più stupiti, dicevano tra loro: «E chi può
Dal Vangelo secondo Marco
10,17-30
VANGELO
Vendi quello che hai e seguimi.
I",445
"essere salvato?». Ma Gesù, guardandoli in faccia, disse: «Im-
possibile agli uomini, ma non a Dio! Perché tutto è possibile
a Dio».
Pietro allora prese a dirgli: «Ecco, noi abbiamo lasciato tutto
e ti abbiamo seguito». Gesù gli rispose: «In verità io vi dico:
non c’è nessuno che abbia lasciato casa o fratelli o sorelle o
madre o padre o figli o campi per causa mia e per causa del
Vangelo, che non riceva già ora, in questo tempo, cento volte
tanto in case e fratelli e sorelle e madri e figli e campi, insie-
me a persecuzioni, e la vita eterna nel tempo che verrà».
Parola del Signore.
n quel tempo, mentre Gesù andava per la stra-
da, un tale gli corse incontro e, gettandosi in
ginocchio davanti a lui, gli domandò: «Maestro
buono, che cosa devo fare per avere in eredità
la vita eterna?». Gesù gli disse: «Perché mi
chiami buono? Nessuno è buono, se non Dio
solo. Tu conosci i comandamenti: “Non uccidere, non com-
mettere adulterio, non rubare, non testimoniare il falso, non
frodare, onora tuo padre e tua madre”». 
Dal Vangelo secondo Marco
10, 17-27
Forma breve:
Vendi quello che hai e seguimi.
I",446
"Egli allora gli disse: «Maestro, tutte queste cose le ho osser-
vate fin dalla mia giovinezza». Allora Gesù fissò lo sguardo su
di lui, lo amò e gli disse: «Una cosa sola ti manca: va’, vendi
quello che hai e dallo ai poveri, e avrai un tesoro in cielo; e
vieni! Seguimi!». Ma a queste parole egli si fece scuro in vol-
to e se ne andò rattristato; possedeva infatti molti beni.
Gesù, volgendo lo sguardo attorno, disse ai suoi discepoli:
«Quanto è difficile, per quelli che possiedono ricchezze, en-
trare nel regno di Dio!». I discepoli erano sconcertati dalle
sue parole; ma Gesù riprese e disse loro: «Figli, quanto è
difficile entrare nel regno di Dio! È più facile che un cam-
mello passi per la cruna di un ago, che un ricco entri nel re-
gno di Dio». Essi, ancora più stupiti, dicevano tra loro: «E
chi può essere salvato?». Ma Gesù, guardandoli in faccia,
disse: «Impossibile agli uomini, ma non a Dio! Perché tutto
è possibile a Dio».
Parola del Signore.",447
"l Signore è piaciuto prostrarlo con dolori.
Quando offrirà se stesso in sacrificio di riparazione,
vedrà una discendenza, vivrà a lungo,
si compirà per mezzo suo la volontà del Signore.
Dopo il suo intimo tormento vedrà la luce
e si sazierà della sua conoscenza;
il giusto mio servo giustificherà molti,
egli si addosserà le loro iniquità.
Parola di Dio.
PRIMA LETTURA
Quando offrirà se stesso in sacrificio di riparazione,
vedrà una discendenza.
Dal libro del profeta Isaìa
53, 10-11
XXIX DOMENICA 
DEL TEMPO ORDINARIO
A",448
"Donaci, Signore, il tuo amore: in te speriamo.
Retta è la parola del Signore
e fedele ogni sua opera.
Egli ama la giustizia e il diritto;
dell’amore del Signore è piena la terra.
Ecco, l’occhio del Signore è su chi lo teme,
su chi spera nel suo amore,
per liberarlo dalla morte
e nutrirlo in tempo di fame.
L’anima nostra attende il Signore:
egli è nostro aiuto e nostro scudo.
Su di noi sia il tuo amore, Signore,
come da te noi speriamo.
SALMO RESPONSORIALE
Dal Salmo 32 (33)",449
"ratelli, poiché abbiamo un sommo sacerdote grande,
che è passato attraverso i cieli, Gesù il Figlio di Dio,
manteniamo ferma la professione della fede. 
Infatti non abbiamo un sommo sacerdote che non sappia
prendere parte alle nostre debolezze: egli stesso è stato mes-
so alla prova in ogni cosa come noi, escluso il peccato. 
Accostiamoci dunque con piena fiducia al trono della grazia
per ricevere misericordia e trovare grazia, così da essere aiu-
tati al momento opportuno.
Parola di Dio.
Alleluia, alleluia.
Il Figlio dell’uomo è venuto per servire 
e dare la propria vita in riscatto per molti.
Alleluia.
SECONDA LETTURA
Accostiamoci con piena fiducia 
al trono della grazia.
CANTO AL VANGELO
Mc 10, 45
Dalla lettera agli Ebrei
4, 14-16
F",450
"n quel tempo, si avvicinarono a Gesù Giacomo
e Giovanni, i figli di Zebedèo, dicendogli:
«Maestro, vogliamo che tu faccia per noi quello
che ti chiederemo». Egli disse loro: «Che cosa
volete che io faccia per voi?». Gli risposero:
«Concedici di sedere, nella tua gloria, uno alla
tua destra e uno alla tua sinistra». 
Gesù disse loro: «Voi non sapete quello che chiedete. Potete
bere il calice che io bevo, o essere battezzati nel battesimo
in cui io sono battezzato?». Gli risposero: «Lo possiamo». E
Gesù disse loro: «Il calice che io bevo, anche voi lo berrete, e
nel battesimo in cui io sono battezzato anche voi sarete bat-
tezzati. Ma sedere alla mia destra o alla mia sinistra non sta a
me concederlo; è per coloro per i quali è stato preparato».
Gli altri dieci, avendo sentito, cominciarono a indignarsi con
Giacomo e Giovanni. Allora Gesù li chiamò a sé e disse loro:
«Voi sapete che coloro i quali sono considerati i governanti
delle nazioni dominano su di esse e i loro capi le opprimono.
Tra voi però non è così; ma chi vuole diventare grande tra voi
sarà vostro servitore, e chi vuole essere il primo tra voi sarà
schiavo di tutti. Anche il Figlio dell’uomo infatti non è venu-
to per farsi servire, ma per servire e dare la propria vita in ri-
scatto per molti».
Parola del Signore.
Dal Vangelo secondo Marco
10, 35-45
VANGELO
Il Figlio dell’uomo è venuto per dare 
la propria vita in riscatto per molti.
I",451
"n quel tempo, Gesù chiamò a sé i Dodici e dis-
se loro: 
«Voi sapete che coloro i quali sono considerati
i governanti delle nazioni dominano su di esse
e i loro capi le opprimono. Tra voi però non è
così; ma chi vuole diventare grande tra voi sarà vostro servi-
tore, e chi vuole essere il primo tra voi sarà schiavo di tutti. 
Anche il Figlio dell’uomo infatti non è venuto per farsi servi-
re, ma per servire e dare la propria vita in riscatto per molti».
Parola del Signore.
Dal Vangelo secondo Marco
10, 42-45
Forma breve:
Il Figlio dell’uomo è venuto per dare 
la propria vita in riscatto per molti.
I",452
"osì dice il Signore: 
«Innalzate canti di gioia per Giacobbe,
esultate per la prima delle nazioni,
fate udire la vostra lode e dite:
“Il Signore ha salvato il suo popolo,
il resto d’Israele”.
Ecco, li riconduco dalla terra del settentrione
e li raduno dalle estremità della terra;
fra loro sono il cieco e lo zoppo,
la donna incinta e la partoriente:
ritorneranno qui in gran folla.
Erano partiti nel pianto,
io li riporterò tra le consolazioni;
li ricondurrò a fiumi ricchi d’acqua
per una strada dritta in cui non inciamperanno,
perché io sono un padre per Israele,
Èfraim è il mio primogenito».
Parola di Dio.
PRIMA LETTURA
Riporterò tra le consolazioni il cieco e lo zoppo.
Dal libro del profeta Geremìa
31, 7-9
XXX DOMENICA 
DEL TEMPO ORDINARIO
C",453
"Grandi cose ha fatto il Signore per noi.
Quando il Signore ristabilì la sorte di Sion,
ci sembrava di sognare.
Allora la nostra bocca si riempì di sorriso,
la nostra lingua di gioia.
Allora si diceva tra le genti:
«Il Signore ha fatto grandi cose per loro».
Grandi cose ha fatto il Signore per noi:
eravamo pieni di gioia.
Ristabilisci, Signore, la nostra sorte,
come i torrenti del Negheb.
Chi semina nelle lacrime
mieterà nella gioia.
Nell’andare, se ne va piangendo,
portando la semente da gettare,
ma nel tornare, viene con gioia,
portando i suoi covoni.
SALMO RESPONSORIALE
Salmo 125 (126)",454
"gni sommo sacerdote è scelto fra gli uomini e per gli
uomini viene costituito tale nelle cose che riguarda-
no Dio, per offrire doni e sacrifici per i peccati. 
Egli è in grado di sentire giusta compassione per quelli che
sono nell’ignoranza e nell’errore, essendo anche lui rivestito
di debolezza. A causa di questa egli deve offrire sacrifici per i
peccati anche per se stesso, come fa per il popolo.
Nessuno attribuisce a se stesso questo onore, se non chi è
chiamato da Dio, come Aronne. Nello stesso modo Cristo non
attribuì a se stesso la gloria di sommo sacerdote, ma colui
che gli disse: «Tu sei mio figlio, oggi ti ho generato», gliela
conferì come è detto in un altro passo:
«Tu sei sacerdote per sempre,
secondo l’ordine di Melchìsedek». 
Parola di Dio.
Alleluia, alleluia.
Il salvatore nostro Cristo Gesù ha vinto la morte
e ha fatto risplendere la vita per mezzo del Vangelo.
Alleluia.
SECONDA LETTURA
Tu sei sacerdote per sempre, 
secondo l’ordine di Melchìsedek.
CANTO AL VANGELO
Cf. 2 Tm 1, 10
Dalla lettera agli Ebrei
5, 1-6
O",455
"n quel tempo, mentre Gesù partiva da Gèrico
insieme ai suoi discepoli e a molta folla, il fi-
glio di Timèo, Bartimèo, che era cieco, sedeva
lungo la strada a mendicare. Sentendo che era
Gesù Nazareno, cominciò a gridare e a dire:
«Figlio di Davide, Gesù, abbi pietà di me!». 
Molti lo rimproveravano perché tacesse, ma egli gridava anco-
ra più forte: «Figlio di Davide, abbi pietà di me!». 
Gesù si fermò e disse: «Chiamatelo!». Chiamarono il cieco,
dicendogli: «Coraggio! Àlzati, ti chiama!». Egli, gettato via il
suo mantello, balzò in piedi e venne da Gesù. 
Allora Gesù gli disse: «Che cosa vuoi che io faccia per te?». E
il cieco gli rispose: «Rabbunì, che io veda di nuovo!». E Gesù
gli disse: «Va’, la tua fede ti ha salvato». E subito vide di
nuovo e lo seguiva lungo la strada.
Parola del Signore.
Dal Vangelo secondo Marco
10, 46-52
VANGELO
Rabbunì, che io veda di nuovo!
I",456
"osè parlò al popolo dicendo: 
«Temi il Signore, tuo Dio, osservando per tutti i gior-
ni della tua vita, tu, il tuo figlio e il figlio del tuo fi-
glio, tutte le sue leggi e tutti i suoi comandi che io ti do e
così si prolunghino i tuoi giorni. 
Ascolta, o Israele, e bada di metterli in pratica, perché tu sia
felice e diventiate molto numerosi nella terra dove scorrono
latte e miele, come il Signore, Dio dei tuoi padri, ti ha detto.
Ascolta, Israele: il Signore è il nostro Dio, unico è il Signore.
Tu amerai il Signore, tuo Dio, con tutto il cuore, con tutta l’a-
nima e con tutte le forze. 
Questi precetti che oggi ti do, ti stiano fissi nel cuore».
Parola di Dio.
PRIMA LETTURA
Ascolta, Israele: 
ama il Signore tuo Dio con tutto il cuore.
Dal libro del Deuteronòmio
6, 2-6
XXXI DOMENICA 
DEL TEMPO ORDINARIO
M",457
"Ti amo, Signore, mia forza.
Ti amo, Signore, mia forza,
Signore, mia roccia, 
mia fortezza, mio liberatore.
Mio Dio, mia rupe, in cui mi rifugio;
mio scudo, mia potente salvezza e mio baluardo.
Invoco il Signore, degno di lode,
e sarò salvato dai miei nemici.
Viva il Signore e benedetta la mia roccia,
sia esaltato il Dio della mia salvezza.
Egli concede al suo re grandi vittorie,
si mostra fedele al suo consacrato.
SALMO RESPONSORIALE
Dal Salmo 17 (18)",458
"ratelli, [nella prima alleanza] in gran numero sono
diventati sacerdoti, perché la morte impediva loro di
durare a lungo. Cristo invece, poiché resta per sem-
pre, possiede un sacerdozio che non tramonta. Perciò può sal-
vare perfettamente quelli che per mezzo di lui si avvicinano a
Dio: egli infatti è sempre vivo per intercedere a loro favore.
Questo era il sommo sacerdote che ci occorreva: santo, inno-
cente, senza macchia, separato dai peccatori ed elevato so-
pra i cieli. Egli non ha bisogno, come i sommi sacerdoti, di
offrire sacrifici ogni giorno, prima per i propri peccati e poi
per quelli del popolo: lo ha fatto una volta per tutte, offren-
do se stesso. 
La Legge infatti costituisce sommi sacerdoti uomini soggetti
a debolezza; ma la parola del giuramento, posteriore alla Leg-
ge, costituisce sacerdote il Figlio, reso perfetto per sempre.
Parola di Dio.
SECONDA LETTURA
Egli, poiché resta per sempre, possiede un sacerdozio 
che non tramonta.
Dalla lettera agli Ebrei
7, 23-28
F",459
"Alleluia, alleluia.
Se uno mi ama, osserverà la mia parola, dice il Signore,
e il Padre mio lo amerà e noi verremo a lui.
Alleluia.
n quel tempo, si avvicinò a Gesù uno degli scri-
bi e gli domandò: «Qual è il primo di tutti i co-
mandamenti?». 
Gesù rispose: «Il primo è: “Ascolta, Israele! Il
Signore nostro Dio è l’unico Signore; amerai il
Signore tuo Dio con tutto il tuo cuore e con tutta la tua ani-
ma, con tutta la tua mente e con tutta la tua forza”. Il secon-
do è questo: “Amerai il tuo prossimo come te stesso”. Non c’è
altro comandamento più grande di questi». 
Dal Vangelo secondo Marco
12, 28b-34
VANGELO
Amerai il Signore tuo Dio. Amerai il prossimo tuo.
CANTO AL VANGELO
Gv 14, 23
I",460
"Lo scriba gli disse: «Hai detto bene, Maestro, e secondo ve-
rità, che Egli è unico e non vi è altri all’infuori di lui; amarlo
con tutto il cuore, con tutta l’intelligenza e con tutta la forza
e amare il prossimo come se stesso vale più di tutti gli olo-
causti e i sacrifici». 
Vedendo che egli aveva risposto saggiamente, Gesù gli disse:
«Non sei lontano dal regno di Dio». E nessuno aveva più il
coraggio di interrogarlo.
Parola del Signore.",461
"n quei giorni, il profeta Elìa si alzò e andò a Sarèpta.
Arrivato alla porta della città, ecco una vedova che
raccoglieva legna. La chiamò e le disse: «Prendimi
un po’ d’acqua in un vaso, perché io possa bere». 
Mentre quella andava a prenderla, le gridò: «Per favore, pren-
dimi anche un pezzo di pane». Quella rispose: «Per la vita del
Signore, tuo Dio, non ho nulla di cotto, ma solo un pugno di
farina nella giara e un po’ d’olio nell’orcio; ora raccolgo due
pezzi di legna, dopo andrò a prepararla per me e per mio fi-
glio: la mangeremo e poi moriremo». 
Elìa le disse: «Non temere; va’ a fare come hai detto. Prima
però prepara una piccola focaccia per me e portamela; quindi
ne preparerai per te e per tuo figlio, poiché così dice il Si-
gnore, Dio d’Israele: “La farina della giara non si esaurirà e
l’orcio dell’olio non diminuirà fino al giorno in cui il Signore
manderà la pioggia sulla faccia della terra”». 
Quella andò e fece come aveva detto Elìa; poi mangiarono lei,
lui e la casa di lei per diversi giorni. La farina della giara non
PRIMA LETTURA
La vedova fece con la sua farina una piccola focaccia 
e la portò a Elia.
Dal primo libro dei Re
17, 10-16
XXXII DOMENICA 
DEL TEMPO ORDINARIO
I",462
"Loda il Signore, anima mia.
Il Signore rimane fedele per sempre
rende giustizia agli oppressi,
dà il pane agli affamati.
Il Signore libera i prigionieri.
Il Signore ridona la vista ai ciechi,
il Signore rialza chi è caduto,
il Signore ama i giusti,
il Signore protegge i forestieri.
Egli sostiene l’orfano e la vedova,
ma sconvolge le vie dei malvagi.
Il Signore regna per sempre,
il tuo Dio, o Sion, di generazione in generazione.
SALMO RESPONSORIALE
Dal Salmo 145 (146)
venne meno e l’orcio dell’olio non diminuì, secondo la parola
che il Signore aveva pronunciato per mezzo di Elìa.
Parola di Dio.",463
"risto non è entrato in un santuario fatto da mani
d’uomo, figura di quello vero, ma nel cielo stesso,
per comparire ora al cospetto di Dio in nostro favore.
E non deve offrire se stesso più volte, come il som-
mo sacerdote che entra nel santuario ogni anno con sangue
altrui: in questo caso egli, fin dalla fondazione del mondo,
avrebbe dovuto soffrire molte volte. 
Invece ora, una volta sola, nella pienezza dei tempi, egli è
apparso per annullare il peccato mediante il sacrificio di se
stesso. E come per gli uomini è stabilito che muoiano una so-
la volta, dopo di che viene il giudizio, così Cristo, dopo esser-
si offerto una sola volta per togliere il peccato di molti, ap-
parirà una seconda volta, senza alcuna relazione con il pecca-
to, a coloro che l’aspettano per la loro salvezza. 
Parola di Dio.
Alleluia, alleluia.
Beati i poveri in spirito,
perché di essi è il regno dei cieli.
Alleluia.
SECONDA LETTURA
Cristo si è offerto una volta per tutte 
per togliere i peccati di molti.
CANTO AL VANGELO
Mt 5, 3
Dalla lettera agli Ebrei
9, 24-28
C",464
"n quel tempo, Gesù [nel tempio] diceva alla fol-
la nel suo insegnamento: «Guardatevi dagli
scribi, che amano passeggiare in lunghe vesti,
ricevere saluti nelle piazze, avere i primi seggi
nelle sinagoghe e i primi posti nei banchetti.
Divorano le case delle vedove e pregano a lungo
per farsi vedere. Essi riceveranno una condanna più severa».
Seduto di fronte al tesoro, osservava come la folla vi gettava
monete. Tanti ricchi ne gettavano molte. Ma, venuta una ve-
dova povera, vi gettò due monetine, che fanno un soldo. 
Allora, chiamati a sé i suoi discepoli, disse loro: «In verità io
vi dico: questa vedova, così povera, ha gettato nel tesoro più
di tutti gli altri. Tutti infatti hanno gettato parte del loro su-
perfluo. Lei invece, nella sua miseria, vi ha gettato tutto
quello che aveva, tutto quanto aveva per vivere».
Parola del Signore.
Dal Vangelo secondo Marco
12, 38-44
VANGELO
Questa vedova, così povera, 
ha gettato nel tesoro più di tutti gli altri.
I",465
"n quel tempo, Gesù, seduto di fronte al tesoro
[nel tempio], osservava come la folla vi getta-
va monete. Tanti ricchi ne gettavano molte. Ma,
venuta una vedova povera, vi gettò due moneti-
ne, che fanno un soldo. 
Allora, chiamati a sé i suoi discepoli, disse loro: «In verità io
vi dico: questa vedova, così povera, ha gettato nel tesoro più
di tutti gli altri. Tutti infatti hanno gettato parte del loro su-
perfluo. Lei invece, nella sua miseria, vi ha gettato tutto
quello che aveva, tutto quanto aveva per vivere».
Parola del Signore.
Dal Vangelo secondo Marco
12, 41-44
Forma breve:
Questa vedova, così povera, 
ha gettato nel tesoro più di tutti gli altri.
I",466
"n quel tempo, sorgerà Michele, il gran principe, che
vigila sui figli del tuo popolo. 
Sarà un tempo di angoscia, come non c’era stata mai
dal sorgere delle nazioni fino a quel tempo; in quel tempo
sarà salvato il tuo popolo, chiunque si troverà scritto nel libro.
Molti di quelli che dormono nella regione della polvere si ri-
sveglieranno: gli uni alla vita eterna e gli altri alla vergogna e
per l’infamia eterna. 
I saggi risplenderanno come lo splendore del firmamento; co-
loro che avranno indotto molti alla giustizia risplenderanno
come le stelle per sempre.
Parola di Dio.
PRIMA LETTURA
In quel tempo sarà salvato il tuo popolo.
Dal libro del profeta Daniele
12, 1-3
XXXIII DOMENICA 
DEL TEMPO ORDINARIO
I",467
"Proteggimi, o Dio: in te mi rifugio.
Il Signore è mia parte di eredità e mio calice:
nelle tue mani è la mia vita.
Io pongo sempre davanti a me il Signore,
sta alla mia destra, non potrò vacillare.
Per questo gioisce il mio cuore
ed esulta la mia anima;
anche il mio corpo riposa al sicuro,
perché non abbandonerai la mia vita negli inferi,
né lascerai che il tuo fedele veda la fossa.
Mi indicherai il sentiero della vita,
gioia piena alla tua presenza,
dolcezza senza fine alla tua destra.
SALMO RESPONSORIALE
Dal Salmo 15 (16)",468
"gni sacerdote si presenta giorno per giorno a cele-
brare il culto e a offrire molte volte gli stessi sacri-
fici, che non possono mai eliminare i peccati. 
Cristo, invece, avendo offerto un solo sacrificio per i peccati,
si è assiso per sempre alla destra di Dio, aspettando ormai
che i suoi nemici vengano posti a sgabello dei suoi piedi. In-
fatti, con un’unica offerta egli ha reso perfetti per sempre
quelli che vengono santificati. 
Ora, dove c’è il perdono di queste cose, non c’è più offerta
per il peccato. 
Parola di Dio.
Alleluia, alleluia.
Vegliate in ogni momento pregando, 
perché abbiate la forza di comparire 
davanti al Figlio dell’uomo.
Alleluia.
SECONDA LETTURA
Cristo con un’unica offerta ha reso perfetti per sempre 
quelli che vengono santificati.
CANTO AL VANGELO
Lc 21, 36
Dalla lettera agli Ebrei
10, 11-14.18
O",471
"n quel tempo, Gesù disse ai suoi discepoli: 
«In quei giorni, dopo quella tribolazione,
il sole si oscurerà,
la luna non darà più la sua luce,
le stelle cadranno dal cielo
e le potenze che sono nei cieli saranno sconvolte.
Allora vedranno il Figlio dell’uomo venire sulle nubi con gran-
de potenza e gloria. Egli manderà gli angeli e radunerà i suoi
eletti dai quattro venti, dall’estremità della terra fino all’e-
stremità del cielo.
Dalla pianta di fico imparate la parabola: quando ormai il suo
ramo diventa tenero e spuntano le foglie, sapete che l’estate
è vicina. Così anche voi: quando vedrete accadere queste co-
se, sappiate che egli è vicino, è alle porte. 
In verità io vi dico: non passerà questa generazione prima
che tutto questo avvenga. Il cielo e la terra passeranno, ma le
mie parole non passeranno. 
Quanto però a quel giorno o a quell’ora, nessuno lo sa, né gli
angeli nel cielo né il Figlio, eccetto il Padre».
Parola del Signore.
Dal Vangelo secondo Marco
13, 24-32
VANGELO
Il Figlio dell’uomo radunerà i suoi eletti 
dai quattro venti.
I",472
"uardando nelle visioni notturne,
ecco venire con le nubi del cielo
uno simile a un figlio d’uomo;
giunse fino al vegliardo e fu presentato a lui.
Gli furono dati potere, gloria e regno;
tutti i popoli, nazioni e lingue lo servivano:
il suo potere è un potere eterno,
che non finirà mai,
e il suo regno non sarà mai distrutto.
Parola di Dio.
PRIMA LETTURA
Il suo potere è un potere eterno.
Dal libro del profeta Daniele
7, 13-14
SOLENNITÀ DI NOSTRO SIGNORE
GESÙ CRISTO RE DELL’UNIVERSO
G",473
"Il Signore regna, si riveste di splendore.
Il Signore regna, si riveste di maestà:
si riveste il Signore, si cinge di forza.
È stabile il mondo, non potrà vacillare.
Stabile è il tuo trono da sempre,
dall’eternità tu sei.
Davvero degni di fede i tuoi insegnamenti!
La santità si addice alla tua casa
per la durata dei giorni, Signore.
SALMO RESPONSORIALE
Dal Salmo 92 (93)",474
"esù Cristo è il testimone fedele, il primogenito dei
morti e il sovrano dei re della terra.
A Colui che ci ama e ci ha liberati dai nostri peccati
con il suo sangue, che ha fatto di noi un regno, sacerdoti per
il suo Dio e Padre, a lui la gloria e la potenza nei secoli dei
secoli. Amen.
Ecco, viene con le nubi e ogni occhio lo vedrà,
anche quelli che lo trafissero,
e per lui tutte le tribù della terra
si batteranno il petto.
Sì, Amen!
Dice il Signore Dio: Io sono l’Alfa e l’Omèga, Colui che è, che
era e che viene, l’Onnipotente! 
Parola di Dio.
Alleluia, alleluia.
Benedetto colui che viene nel nome del Signore!
Benedetto il Regno che viene, del nostro padre Davide!
Alleluia.
SECONDA LETTURA
Il sovrano dei re della terra ha fatto di noi un regno, 
sacerdoti per il suo Dio.
CANTO AL VANGELO
Mc 11, 9.10
Dal libro dell’Apocalisse di san Giovanni apostolo
1, 5-8
G",475
"n quel tempo, Pilato disse a Gesù: «Sei tu il re
dei Giudei?». Gesù rispose: «Dici questo da te,
oppure altri ti hanno parlato di me?». Pilato
disse: «Sono forse io Giudeo? La tua gente e i
capi dei sacerdoti ti hanno consegnato a me.
Che cosa hai fatto?». 
Rispose Gesù: «Il mio regno non è di questo mondo; se il mio
regno fosse di questo mondo, i miei servitori avrebbero com-
battuto perché non fossi consegnato ai Giudei; ma il mio re-
gno non è di quaggiù». 
Allora Pilato gli disse: «Dunque tu sei re?». Rispose Gesù:
«Tu lo dici: io sono re. Per questo io sono nato e per questo
sono venuto nel mondo: per dare testimonianza alla verità.
Chiunque è dalla verità, ascolta la mia voce».
Parola del Signore.
Dal Vangelo secondo Giovanni
18, 33b-37
VANGELO
Tu lo dici: io sono re.
I",476
"DAL PROPRIO 
DEI SANTI",477
